timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:51:20.429, 59.33 W, 9997 MiB, 0 %
2026/09/06 23:51:20.629, 59.33 W, 17037 MiB, 0 %
2026/09/06 23:51:20.829, 85.61 W, 24077 MiB, 100 %
2026/09/06 23:51:21.030, 85.61 W, 31117 MiB, 100 %
2026/09/06 23:51:21.230, 85.61 W, 32107 MiB, 100 %
2026/09/06 23:51:21.430, 112.25 W, 32107 MiB, 100 %
2026/09/06 23:51:21.630, 112.25 W, 32107 MiB, 100 %
2026/09/06 23:51:21.831, 114.08 W, 32107 MiB, 100 %
2026/09/06 23:51:22.031, 114.08 W, 32107 MiB, 100 %
2026/09/06 23:51:22.231, 114.08 W, 32107 MiB, 100 %
2026/09/06 23:51:22.431, 114.18 W, 32107 MiB, 100 %
2026/09/06 23:51:22.632, 114.18 W, 32107 MiB, 100 %
2026/09/06 23:51:22.832, 114.28 W, 32107 MiB, 100 %
2026/09/06 23:51:23.032, 114.28 W, 32107 MiB, 100 %
2026/09/06 23:51:23.232, 114.28 W, 32107 MiB, 100 %
2026/09/06 23:51:23.433, 114.04 W, 32107 MiB, 100 %
2026/09/06 23:51:23.633, 114.04 W, 32107 MiB, 100 %
2026/09/06 23:51:23.833, 111.72 W, 32107 MiB, 100 %
2026/09/06 23:51:24.033, 111.72 W, 32107 MiB, 100 %
2026/09/06 23:51:24.233, 111.72 W, 32107 MiB, 100 %
2026/09/06 23:51:24.433, 109.25 W, 32107 MiB, 100 %
2026/09/06 23:51:24.634, 109.25 W, 32107 MiB, 100 %
2026/09/06 23:51:24.834, 110.67 W, 32107 MiB, 100 %
2026/09/06 23:51:25.034, 110.67 W, 32107 MiB, 100 %
2026/09/06 23:51:25.234, 110.67 W, 32107 MiB, 100 %
2026/09/06 23:51:25.434, 113.76 W, 32107 MiB, 100 %
2026/09/06 23:51:25.635, 113.76 W, 32107 MiB, 100 %
2026/09/06 23:51:25.835, 113.98 W, 32107 MiB, 100 %
2026/09/06 23:51:26.035, 113.98 W, 32107 MiB, 100 %
2026/09/06 23:51:26.235, 113.98 W, 32107 MiB, 100 %
2026/09/06 23:51:26.435, 114.20 W, 32107 MiB, 100 %
2026/09/06 23:51:26.635, 114.20 W, 32107 MiB, 100 %
2026/09/06 23:51:26.835, 114.25 W, 32107 MiB, 100 %
2026/09/06 23:51:27.036, 114.25 W, 32107 MiB, 100 %
2026/09/06 23:51:27.236, 114.25 W, 32107 MiB, 100 %
2026/09/06 23:51:27.436, 114.01 W, 32107 MiB, 100 %
2026/09/06 23:51:27.636, 114.01 W, 32107 MiB, 100 %
2026/09/06 23:51:27.836, 112.10 W, 32107 MiB, 100 %
2026/09/06 23:51:28.036, 112.10 W, 32107 MiB, 100 %
2026/09/06 23:51:28.237, 112.10 W, 32107 MiB, 100 %
2026/09/06 23:51:28.437, 109.82 W, 32107 MiB, 100 %
2026/09/06 23:51:28.637, 109.82 W, 32107 MiB, 100 %
2026/09/06 23:51:28.837, 111.53 W, 32107 MiB, 100 %
2026/09/06 23:51:29.037, 111.53 W, 32107 MiB, 100 %
2026/09/06 23:51:29.237, 111.53 W, 32107 MiB, 100 %
2026/09/06 23:51:29.437, 113.88 W, 32107 MiB, 100 %
2026/09/06 23:51:29.638, 113.88 W, 32107 MiB, 100 %
2026/09/06 23:51:29.838, 113.87 W, 32107 MiB, 100 %
2026/09/06 23:51:30.038, 113.87 W, 32107 MiB, 100 %
2026/09/06 23:51:30.238, 113.87 W, 32107 MiB, 100 %
2026/09/06 23:51:30.438, 114.17 W, 32107 MiB, 100 %
2026/09/06 23:51:30.639, 114.17 W, 32107 MiB, 100 %
2026/09/06 23:51:30.839, 114.39 W, 32107 MiB, 100 %
2026/09/06 23:51:31.039, 114.39 W, 32107 MiB, 100 %
2026/09/06 23:51:31.239, 114.39 W, 32107 MiB, 100 %
2026/09/06 23:51:31.439, 114.01 W, 32107 MiB, 100 %
2026/09/06 23:51:31.639, 114.01 W, 32107 MiB, 100 %
2026/09/06 23:51:31.840, 112.10 W, 32107 MiB, 100 %
2026/09/06 23:51:32.040, 112.10 W, 32107 MiB, 100 %
2026/09/06 23:51:32.240, 112.10 W, 28811 MiB, 100 %
2026/09/06 23:51:32.440, 109.05 W, 16689 MiB, 100 %
2026/09/06 23:51:32.641, 109.05 W, 519 MiB, 100 %
2026/09/06 23:51:32.842, 107.77 W, 519 MiB, 7 %
2026/09/06 23:51:33.042, 107.77 W, 15 MiB, 7 %
2026/09/06 23:51:33.243, 107.77 W, 15 MiB, 7 %
2026/09/06 23:51:33.443, 98.72 W, 15 MiB, 7 %
2026/09/06 23:51:33.643, 98.72 W, 15 MiB, 7 %
2026/09/06 23:51:33.844, 87.54 W, 15 MiB, 0 %
2026/09/06 23:51:34.044, 87.54 W, 15 MiB, 0 %
2026/09/06 23:51:34.244, 87.54 W, 15 MiB, 0 %
2026/09/06 23:51:34.444, 87.56 W, 15 MiB, 0 %
2026/09/06 23:51:34.645, 87.56 W, 15 MiB, 0 %
2026/09/06 23:51:34.845, 87.56 W, 15 MiB, 0 %
2026/09/06 23:51:35.045, 87.56 W, 15 MiB, 0 %
2026/09/06 23:51:35.245, 87.56 W, 15 MiB, 0 %
2026/09/06 23:51:35.445, 36.35 W, 15 MiB, 0 %
2026/09/06 23:51:35.646, 36.35 W, 15 MiB, 0 %
2026/09/06 23:51:35.846, 33.20 W, 15 MiB, 0 %
2026/09/06 23:51:36.046, 33.20 W, 15 MiB, 0 %
2026/09/06 23:51:36.246, 33.20 W, 15 MiB, 0 %
2026/09/06 23:51:36.447, 26.03 W, 15 MiB, 0 %
2026/09/06 23:51:36.647, 26.03 W, 15 MiB, 0 %
2026/09/06 23:51:36.847, 24.11 W, 15 MiB, 0 %
2026/09/06 23:51:37.048, 24.11 W, 15 MiB, 0 %
2026/09/06 23:51:37.248, 24.11 W, 15 MiB, 0 %
2026/09/06 23:51:37.448, 24.11 W, 15 MiB, 0 %
2026/09/06 23:51:37.648, 24.11 W, 15 MiB, 0 %
2026/09/06 23:51:37.849, 15.19 W, 15 MiB, 0 %
