timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:56:21.815, 14.45 W, 15 MiB, 0 %
2026/09/06 23:56:22.017, 14.45 W, 15 MiB, 0 %
2026/09/06 23:56:22.218, 14.45 W, 15 MiB, 0 %
2026/09/06 23:56:22.421, 15.33 W, 519 MiB, 0 %
2026/09/06 23:56:22.624, 15.33 W, 521 MiB, 0 %
2026/09/06 23:56:22.824, 15.33 W, 521 MiB, 0 %
2026/09/06 23:56:23.024, 28.50 W, 521 MiB, 0 %
2026/09/06 23:56:23.224, 28.50 W, 521 MiB, 0 %
2026/09/06 23:56:23.424, 55.94 W, 521 MiB, 0 %
2026/09/06 23:56:23.625, 55.94 W, 521 MiB, 0 %
2026/09/06 23:56:23.825, 55.94 W, 521 MiB, 0 %
2026/09/06 23:56:24.025, 60.63 W, 521 MiB, 0 %
2026/09/06 23:56:24.226, 60.63 W, 521 MiB, 0 %
2026/09/06 23:56:24.426, 60.47 W, 521 MiB, 0 %
2026/09/06 23:56:24.626, 60.47 W, 521 MiB, 0 %
2026/09/06 23:56:24.826, 60.47 W, 521 MiB, 0 %
2026/09/06 23:56:25.027, 60.24 W, 521 MiB, 0 %
2026/09/06 23:56:25.227, 60.24 W, 521 MiB, 0 %
2026/09/06 23:56:25.427, 60.18 W, 521 MiB, 0 %
2026/09/06 23:56:25.627, 60.18 W, 521 MiB, 0 %
2026/09/06 23:56:25.827, 60.18 W, 521 MiB, 0 %
2026/09/06 23:56:26.028, 60.13 W, 521 MiB, 0 %
2026/09/06 23:56:26.228, 60.13 W, 521 MiB, 0 %
2026/09/06 23:56:26.428, 59.99 W, 521 MiB, 0 %
2026/09/06 23:56:26.628, 59.99 W, 521 MiB, 0 %
2026/09/06 23:56:26.829, 59.99 W, 521 MiB, 0 %
2026/09/06 23:56:27.029, 59.94 W, 521 MiB, 0 %
2026/09/06 23:56:27.229, 59.94 W, 521 MiB, 0 %
2026/09/06 23:56:27.429, 59.94 W, 521 MiB, 0 %
2026/09/06 23:56:27.630, 59.94 W, 521 MiB, 0 %
2026/09/06 23:56:27.830, 59.94 W, 521 MiB, 0 %
2026/09/06 23:56:28.030, 60.19 W, 521 MiB, 0 %
2026/09/06 23:56:28.230, 60.19 W, 521 MiB, 0 %
2026/09/06 23:56:28.430, 60.50 W, 521 MiB, 0 %
2026/09/06 23:56:28.631, 60.50 W, 521 MiB, 0 %
2026/09/06 23:56:28.831, 60.50 W, 2057 MiB, 0 %
2026/09/06 23:56:29.031, 60.68 W, 9353 MiB, 6 %
2026/09/06 23:56:29.231, 60.68 W, 16521 MiB, 6 %
2026/09/06 23:56:29.431, 94.08 W, 23689 MiB, 6 %
2026/09/06 23:56:29.632, 94.08 W, 30985 MiB, 6 %
2026/09/06 23:56:29.832, 94.08 W, 32107 MiB, 6 %
2026/09/06 23:56:30.032, 121.32 W, 32107 MiB, 100 %
2026/09/06 23:56:30.233, 121.32 W, 32107 MiB, 100 %
2026/09/06 23:56:30.433, 127.04 W, 32107 MiB, 100 %
2026/09/06 23:56:30.633, 127.04 W, 32107 MiB, 100 %
2026/09/06 23:56:30.833, 127.04 W, 32107 MiB, 100 %
2026/09/06 23:56:31.033, 126.63 W, 32107 MiB, 100 %
2026/09/06 23:56:31.233, 126.63 W, 32107 MiB, 100 %
2026/09/06 23:56:31.434, 126.39 W, 32107 MiB, 100 %
2026/09/06 23:56:31.634, 126.39 W, 32107 MiB, 100 %
2026/09/06 23:56:31.834, 126.39 W, 32107 MiB, 100 %
2026/09/06 23:56:32.034, 125.72 W, 32107 MiB, 100 %
2026/09/06 23:56:32.234, 125.72 W, 32107 MiB, 100 %
2026/09/06 23:56:32.434, 121.52 W, 32107 MiB, 100 %
2026/09/06 23:56:32.634, 121.52 W, 32107 MiB, 100 %
2026/09/06 23:56:32.835, 121.52 W, 32107 MiB, 100 %
2026/09/06 23:56:33.035, 115.50 W, 32107 MiB, 100 %
2026/09/06 23:56:33.235, 115.50 W, 32107 MiB, 100 %
2026/09/06 23:56:33.435, 120.58 W, 32107 MiB, 100 %
2026/09/06 23:56:33.635, 120.58 W, 32107 MiB, 100 %
2026/09/06 23:56:33.836, 120.58 W, 32107 MiB, 100 %
2026/09/06 23:56:34.036, 125.59 W, 32107 MiB, 100 %
2026/09/06 23:56:34.236, 125.59 W, 32107 MiB, 100 %
2026/09/06 23:56:34.436, 126.89 W, 32107 MiB, 100 %
2026/09/06 23:56:34.636, 126.89 W, 32107 MiB, 100 %
2026/09/06 23:56:34.836, 126.89 W, 32107 MiB, 100 %
2026/09/06 23:56:35.036, 127.06 W, 32107 MiB, 100 %
2026/09/06 23:56:35.236, 127.06 W, 32107 MiB, 100 %
2026/09/06 23:56:35.437, 126.77 W, 32107 MiB, 100 %
2026/09/06 23:56:35.637, 126.77 W, 32107 MiB, 100 %
2026/09/06 23:56:35.837, 126.77 W, 32107 MiB, 100 %
2026/09/06 23:56:36.037, 126.10 W, 32107 MiB, 100 %
2026/09/06 23:56:36.238, 126.10 W, 32107 MiB, 100 %
2026/09/06 23:56:36.438, 121.42 W, 32107 MiB, 100 %
2026/09/06 23:56:36.638, 121.42 W, 32107 MiB, 100 %
2026/09/06 23:56:36.838, 121.42 W, 32107 MiB, 100 %
2026/09/06 23:56:37.038, 116.38 W, 32107 MiB, 100 %
2026/09/06 23:56:37.238, 116.38 W, 32107 MiB, 100 %
2026/09/06 23:56:37.439, 121.07 W, 32107 MiB, 100 %
2026/09/06 23:56:37.639, 121.07 W, 32107 MiB, 100 %
2026/09/06 23:56:37.839, 121.07 W, 32107 MiB, 100 %
2026/09/06 23:56:38.039, 127.63 W, 32107 MiB, 100 %
2026/09/06 23:56:38.239, 127.63 W, 32107 MiB, 100 %
2026/09/06 23:56:38.439, 127.67 W, 32107 MiB, 100 %
2026/09/06 23:56:38.639, 127.67 W, 32107 MiB, 100 %
2026/09/06 23:56:38.840, 127.67 W, 32107 MiB, 100 %
2026/09/06 23:56:39.040, 127.55 W, 32107 MiB, 100 %
2026/09/06 23:56:39.240, 127.55 W, 32107 MiB, 100 %
2026/09/06 23:56:39.440, 127.34 W, 32107 MiB, 100 %
2026/09/06 23:56:39.641, 127.34 W, 32107 MiB, 100 %
2026/09/06 23:56:39.841, 127.34 W, 32107 MiB, 100 %
2026/09/06 23:56:40.041, 127.24 W, 32107 MiB, 100 %
2026/09/06 23:56:40.242, 127.24 W, 32107 MiB, 100 %
2026/09/06 23:56:40.442, 123.04 W, 32107 MiB, 100 %
2026/09/06 23:56:40.642, 123.04 W, 32107 MiB, 100 %
2026/09/06 23:56:40.842, 123.04 W, 32107 MiB, 100 %
2026/09/06 23:56:41.042, 117.71 W, 16907 MiB, 100 %
2026/09/06 23:56:41.243, 117.71 W, 4619 MiB, 100 %
2026/09/06 23:56:41.443, 117.26 W, 519 MiB, 100 %
2026/09/06 23:56:41.643, 117.26 W, 514 MiB, 100 %
2026/09/06 23:56:41.843, 117.26 W, 15 MiB, 100 %
2026/09/06 23:56:42.044, 108.87 W, 15 MiB, 0 %
2026/09/06 23:56:42.244, 108.87 W, 15 MiB, 0 %
2026/09/06 23:56:42.444, 96.18 W, 15 MiB, 0 %
2026/09/06 23:56:42.644, 96.18 W, 15 MiB, 0 %
2026/09/06 23:56:42.845, 96.18 W, 15 MiB, 0 %
2026/09/06 23:56:43.045, 95.36 W, 15 MiB, 0 %
2026/09/06 23:56:43.245, 95.36 W, 15 MiB, 0 %
2026/09/06 23:56:43.445, 95.36 W, 15 MiB, 0 %
2026/09/06 23:56:43.645, 95.36 W, 15 MiB, 0 %
2026/09/06 23:56:43.846, 95.36 W, 15 MiB, 0 %
