timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:49:23.744, 15.40 W, 15 MiB, 0 %
2026/09/06 23:49:23.951, 15.40 W, 15 MiB, 0 %
2026/09/06 23:49:24.151, 15.40 W, 15 MiB, 0 %
2026/09/06 23:49:24.357, 15.40 W, 45 MiB, 0 %
2026/09/06 23:49:24.557, 15.40 W, 521 MiB, 0 %
2026/09/06 23:49:24.757, 30.65 W, 521 MiB, 0 %
2026/09/06 23:49:24.958, 30.65 W, 521 MiB, 0 %
2026/09/06 23:49:25.158, 30.65 W, 521 MiB, 0 %
2026/09/06 23:49:25.358, 38.72 W, 521 MiB, 0 %
2026/09/06 23:49:25.558, 38.72 W, 521 MiB, 0 %
2026/09/06 23:49:25.759, 59.65 W, 521 MiB, 0 %
2026/09/06 23:49:25.959, 59.65 W, 521 MiB, 0 %
2026/09/06 23:49:26.159, 59.65 W, 521 MiB, 0 %
2026/09/06 23:49:26.359, 59.67 W, 521 MiB, 0 %
2026/09/06 23:49:26.560, 59.67 W, 521 MiB, 0 %
2026/09/06 23:49:26.760, 59.92 W, 521 MiB, 0 %
2026/09/06 23:49:26.960, 59.92 W, 521 MiB, 0 %
2026/09/06 23:49:27.160, 59.92 W, 521 MiB, 0 %
2026/09/06 23:49:27.360, 59.96 W, 521 MiB, 0 %
2026/09/06 23:49:27.561, 59.96 W, 521 MiB, 0 %
2026/09/06 23:49:27.761, 59.98 W, 521 MiB, 0 %
2026/09/06 23:49:27.961, 59.98 W, 521 MiB, 0 %
2026/09/06 23:49:28.161, 59.98 W, 521 MiB, 0 %
2026/09/06 23:49:28.362, 59.75 W, 521 MiB, 0 %
2026/09/06 23:49:28.562, 59.75 W, 521 MiB, 0 %
2026/09/06 23:49:28.762, 59.73 W, 521 MiB, 0 %
2026/09/06 23:49:28.962, 59.73 W, 521 MiB, 0 %
2026/09/06 23:49:29.162, 59.73 W, 521 MiB, 0 %
2026/09/06 23:49:29.363, 59.85 W, 521 MiB, 0 %
2026/09/06 23:49:29.563, 59.85 W, 521 MiB, 0 %
2026/09/06 23:49:29.763, 59.84 W, 521 MiB, 0 %
2026/09/06 23:49:29.963, 59.84 W, 521 MiB, 0 %
