timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:57:10.321, 42.12 W, 15 MiB, 0 %
2026/09/06 23:57:10.523, 42.12 W, 15 MiB, 0 %
2026/09/06 23:57:10.723, 42.12 W, 15 MiB, 0 %
2026/09/06 23:57:10.927, 31.75 W, 521 MiB, 0 %
2026/09/06 23:57:11.127, 31.75 W, 521 MiB, 0 %
2026/09/06 23:57:11.327, 31.75 W, 521 MiB, 0 %
2026/09/06 23:57:11.527, 39.20 W, 521 MiB, 0 %
2026/09/06 23:57:11.727, 39.20 W, 521 MiB, 0 %
2026/09/06 23:57:11.928, 52.59 W, 521 MiB, 0 %
2026/09/06 23:57:12.128, 52.59 W, 521 MiB, 0 %
2026/09/06 23:57:12.328, 52.59 W, 521 MiB, 0 %
2026/09/06 23:57:12.529, 57.93 W, 521 MiB, 0 %
2026/09/06 23:57:12.729, 57.93 W, 521 MiB, 0 %
2026/09/06 23:57:12.929, 57.97 W, 521 MiB, 0 %
2026/09/06 23:57:13.130, 57.97 W, 521 MiB, 0 %
2026/09/06 23:57:13.330, 57.97 W, 521 MiB, 0 %
2026/09/06 23:57:13.530, 58.06 W, 521 MiB, 0 %
2026/09/06 23:57:13.730, 58.06 W, 521 MiB, 0 %
2026/09/06 23:57:13.931, 57.89 W, 521 MiB, 0 %
2026/09/06 23:57:14.131, 57.89 W, 521 MiB, 0 %
2026/09/06 23:57:14.331, 57.89 W, 521 MiB, 0 %
2026/09/06 23:57:14.531, 57.79 W, 521 MiB, 0 %
2026/09/06 23:57:14.732, 57.79 W, 521 MiB, 0 %
2026/09/06 23:57:14.932, 57.88 W, 521 MiB, 0 %
2026/09/06 23:57:15.132, 57.88 W, 521 MiB, 0 %
2026/09/06 23:57:15.332, 57.88 W, 521 MiB, 0 %
2026/09/06 23:57:15.532, 57.93 W, 521 MiB, 0 %
2026/09/06 23:57:15.733, 57.93 W, 521 MiB, 0 %
2026/09/06 23:57:15.933, 57.75 W, 521 MiB, 0 %
2026/09/06 23:57:16.133, 57.75 W, 521 MiB, 0 %
2026/09/06 23:57:16.333, 57.75 W, 521 MiB, 0 %
2026/09/06 23:57:16.534, 57.49 W, 521 MiB, 0 %
2026/09/06 23:57:16.734, 57.49 W, 521 MiB, 0 %
2026/09/06 23:57:16.934, 57.26 W, 521 MiB, 0 %
2026/09/06 23:57:17.134, 57.26 W, 521 MiB, 0 %
2026/09/06 23:57:17.334, 57.26 W, 2315 MiB, 0 %
2026/09/06 23:57:17.535, 60.05 W, 6421 MiB, 0 %
2026/09/06 23:57:17.735, 60.05 W, 10397 MiB, 0 %
2026/09/06 23:57:17.935, 85.01 W, 14373 MiB, 100 %
2026/09/06 23:57:18.135, 85.01 W, 18477 MiB, 100 %
2026/09/06 23:57:18.335, 85.01 W, 24241 MiB, 100 %
2026/09/06 23:57:18.536, 112.62 W, 31409 MiB, 100 %
2026/09/06 23:57:18.736, 112.62 W, 32107 MiB, 100 %
2026/09/06 23:57:18.936, 115.30 W, 32107 MiB, 100 %
2026/09/06 23:57:19.136, 115.30 W, 32107 MiB, 100 %
2026/09/06 23:57:19.336, 115.30 W, 32107 MiB, 100 %
2026/09/06 23:57:19.536, 116.25 W, 32107 MiB, 100 %
2026/09/06 23:57:19.737, 116.25 W, 32107 MiB, 100 %
2026/09/06 23:57:19.937, 116.99 W, 32107 MiB, 100 %
2026/09/06 23:57:20.137, 116.99 W, 32107 MiB, 100 %
2026/09/06 23:57:20.337, 116.99 W, 32107 MiB, 100 %
2026/09/06 23:57:20.537, 120.94 W, 32107 MiB, 100 %
2026/09/06 23:57:20.737, 120.94 W, 32107 MiB, 100 %
2026/09/06 23:57:20.938, 121.18 W, 32107 MiB, 100 %
2026/09/06 23:57:21.138, 121.18 W, 32107 MiB, 100 %
2026/09/06 23:57:21.338, 121.18 W, 32107 MiB, 100 %
2026/09/06 23:57:21.538, 117.65 W, 32107 MiB, 100 %
2026/09/06 23:57:21.738, 117.65 W, 32107 MiB, 100 %
2026/09/06 23:57:21.939, 115.07 W, 32107 MiB, 100 %
2026/09/06 23:57:22.139, 115.07 W, 32107 MiB, 100 %
2026/09/06 23:57:22.339, 115.07 W, 32107 MiB, 100 %
2026/09/06 23:57:22.539, 112.70 W, 32107 MiB, 100 %
2026/09/06 23:57:22.739, 112.70 W, 32107 MiB, 100 %
2026/09/06 23:57:22.939, 113.94 W, 32107 MiB, 100 %
2026/09/06 23:57:23.139, 113.94 W, 32107 MiB, 100 %
2026/09/06 23:57:23.340, 113.94 W, 32107 MiB, 100 %
2026/09/06 23:57:23.540, 115.03 W, 32107 MiB, 100 %
2026/09/06 23:57:23.740, 115.03 W, 32107 MiB, 100 %
2026/09/06 23:57:23.940, 115.86 W, 32107 MiB, 100 %
2026/09/06 23:57:24.140, 115.86 W, 32107 MiB, 100 %
2026/09/06 23:57:24.340, 115.86 W, 32107 MiB, 100 %
2026/09/06 23:57:24.541, 118.93 W, 32107 MiB, 100 %
2026/09/06 23:57:24.741, 118.93 W, 32107 MiB, 100 %
2026/09/06 23:57:24.941, 119.44 W, 32107 MiB, 100 %
2026/09/06 23:57:25.141, 119.44 W, 32107 MiB, 100 %
2026/09/06 23:57:25.341, 119.44 W, 32107 MiB, 100 %
2026/09/06 23:57:25.542, 117.84 W, 32107 MiB, 100 %
2026/09/06 23:57:25.742, 117.84 W, 32107 MiB, 100 %
2026/09/06 23:57:25.942, 115.53 W, 32107 MiB, 100 %
2026/09/06 23:57:26.142, 115.53 W, 32107 MiB, 100 %
2026/09/06 23:57:26.342, 115.53 W, 32107 MiB, 100 %
2026/09/06 23:57:26.543, 113.00 W, 32107 MiB, 100 %
2026/09/06 23:57:26.743, 113.00 W, 32107 MiB, 100 %
2026/09/06 23:57:26.943, 114.17 W, 32107 MiB, 100 %
