timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:50:18.613, 14.95 W, 15 MiB, 0 %
2026/09/06 23:50:18.822, 14.95 W, 15 MiB, 0 %
2026/09/06 23:50:19.022, 14.95 W, 15 MiB, 0 %
2026/09/06 23:50:19.223, 14.95 W, 35 MiB, 0 %
2026/09/06 23:50:19.423, 14.64 W, 521 MiB, 0 %
2026/09/06 23:50:19.624, 14.64 W, 521 MiB, 0 %
2026/09/06 23:50:19.824, 26.23 W, 521 MiB, 0 %
2026/09/06 23:50:20.024, 26.23 W, 521 MiB, 0 %
2026/09/06 23:50:20.224, 26.23 W, 521 MiB, 0 %
2026/09/06 23:50:20.425, 57.74 W, 521 MiB, 0 %
2026/09/06 23:50:20.625, 57.74 W, 521 MiB, 0 %
2026/09/06 23:50:20.825, 56.74 W, 521 MiB, 0 %
2026/09/06 23:50:21.026, 56.74 W, 521 MiB, 0 %
2026/09/06 23:50:21.226, 56.74 W, 521 MiB, 0 %
2026/09/06 23:50:21.426, 56.65 W, 521 MiB, 0 %
2026/09/06 23:50:21.626, 56.65 W, 521 MiB, 0 %
2026/09/06 23:50:21.827, 56.44 W, 521 MiB, 0 %
2026/09/06 23:50:22.027, 56.44 W, 521 MiB, 0 %
2026/09/06 23:50:22.227, 56.44 W, 521 MiB, 0 %
2026/09/06 23:50:22.427, 56.53 W, 521 MiB, 0 %
2026/09/06 23:50:22.627, 56.53 W, 521 MiB, 0 %
2026/09/06 23:50:22.828, 56.77 W, 521 MiB, 0 %
2026/09/06 23:50:23.028, 56.77 W, 521 MiB, 0 %
2026/09/06 23:50:23.228, 56.77 W, 521 MiB, 0 %
2026/09/06 23:50:23.428, 56.63 W, 521 MiB, 0 %
2026/09/06 23:50:23.629, 56.63 W, 521 MiB, 0 %
2026/09/06 23:50:23.829, 56.38 W, 521 MiB, 0 %
2026/09/06 23:50:24.029, 56.38 W, 521 MiB, 0 %
2026/09/06 23:50:24.230, 56.38 W, 521 MiB, 0 %
2026/09/06 23:50:24.430, 56.38 W, 521 MiB, 0 %
2026/09/06 23:50:24.630, 56.38 W, 521 MiB, 0 %
2026/09/06 23:50:24.830, 56.37 W, 521 MiB, 0 %
2026/09/06 23:50:25.030, 56.37 W, 521 MiB, 0 %
2026/09/06 23:50:25.231, 56.37 W, 521 MiB, 0 %
2026/09/06 23:50:25.431, 56.47 W, 521 MiB, 0 %
2026/09/06 23:50:25.631, 56.47 W, 521 MiB, 0 %
2026/09/06 23:50:25.831, 56.61 W, 521 MiB, 0 %
2026/09/06 23:50:26.032, 56.61 W, 6665 MiB, 0 %
2026/09/06 23:50:26.232, 56.61 W, 13705 MiB, 0 %
2026/09/06 23:50:26.432, 74.43 W, 20873 MiB, 0 %
2026/09/06 23:50:26.632, 74.43 W, 28169 MiB, 0 %
2026/09/06 23:50:26.832, 106.34 W, 32107 MiB, 100 %
2026/09/06 23:50:27.033, 106.34 W, 32107 MiB, 100 %
2026/09/06 23:50:27.233, 106.34 W, 32107 MiB, 100 %
2026/09/06 23:50:27.433, 116.60 W, 32107 MiB, 100 %
2026/09/06 23:50:27.633, 116.60 W, 32107 MiB, 100 %
2026/09/06 23:50:27.833, 116.51 W, 32107 MiB, 100 %
2026/09/06 23:50:28.033, 116.51 W, 32107 MiB, 100 %
2026/09/06 23:50:28.233, 116.51 W, 32107 MiB, 100 %
2026/09/06 23:50:28.433, 116.22 W, 32107 MiB, 100 %
2026/09/06 23:50:28.634, 116.22 W, 32107 MiB, 100 %
2026/09/06 23:50:28.834, 115.88 W, 32107 MiB, 100 %
2026/09/06 23:50:29.034, 115.88 W, 32107 MiB, 100 %
2026/09/06 23:50:29.234, 115.88 W, 32107 MiB, 100 %
2026/09/06 23:50:29.434, 114.85 W, 32107 MiB, 100 %
2026/09/06 23:50:29.635, 114.85 W, 32107 MiB, 100 %
2026/09/06 23:50:29.835, 112.46 W, 32107 MiB, 100 %
2026/09/06 23:50:30.035, 112.46 W, 32107 MiB, 100 %
2026/09/06 23:50:30.235, 112.46 W, 32107 MiB, 100 %
2026/09/06 23:50:30.435, 111.70 W, 32107 MiB, 100 %
2026/09/06 23:50:30.636, 111.70 W, 32107 MiB, 100 %
2026/09/06 23:50:30.836, 113.98 W, 32107 MiB, 100 %
2026/09/06 23:50:31.036, 113.98 W, 32107 MiB, 100 %
2026/09/06 23:50:31.236, 113.98 W, 32107 MiB, 100 %
2026/09/06 23:50:31.436, 115.15 W, 32107 MiB, 100 %
2026/09/06 23:50:31.636, 115.15 W, 32107 MiB, 100 %
2026/09/06 23:50:31.837, 115.70 W, 32107 MiB, 100 %
2026/09/06 23:50:32.037, 115.70 W, 32107 MiB, 100 %
2026/09/06 23:50:32.237, 115.70 W, 32107 MiB, 100 %
2026/09/06 23:50:32.437, 115.74 W, 32107 MiB, 100 %
2026/09/06 23:50:32.637, 115.74 W, 32107 MiB, 100 %
2026/09/06 23:50:32.838, 115.26 W, 32107 MiB, 100 %
2026/09/06 23:50:33.038, 115.26 W, 32107 MiB, 100 %
2026/09/06 23:50:33.238, 115.26 W, 32107 MiB, 100 %
2026/09/06 23:50:33.438, 113.88 W, 32107 MiB, 100 %
2026/09/06 23:50:33.638, 113.88 W, 32107 MiB, 100 %
2026/09/06 23:50:33.838, 111.66 W, 32107 MiB, 100 %
2026/09/06 23:50:34.039, 111.66 W, 32107 MiB, 100 %
2026/09/06 23:50:34.239, 111.66 W, 32107 MiB, 100 %
2026/09/06 23:50:34.439, 111.72 W, 32107 MiB, 100 %
2026/09/06 23:50:34.639, 111.72 W, 32107 MiB, 100 %
2026/09/06 23:50:34.840, 114.93 W, 32107 MiB, 100 %
2026/09/06 23:50:35.040, 114.93 W, 32107 MiB, 100 %
2026/09/06 23:50:35.240, 114.93 W, 32107 MiB, 100 %
2026/09/06 23:50:35.440, 116.03 W, 32107 MiB, 100 %
2026/09/06 23:50:35.640, 116.03 W, 32107 MiB, 100 %
2026/09/06 23:50:35.840, 115.83 W, 32107 MiB, 100 %
2026/09/06 23:50:36.041, 115.83 W, 32107 MiB, 100 %
2026/09/06 23:50:36.241, 115.83 W, 32107 MiB, 100 %
2026/09/06 23:50:36.441, 115.59 W, 32107 MiB, 100 %
2026/09/06 23:50:36.641, 115.59 W, 32107 MiB, 100 %
2026/09/06 23:50:36.841, 115.22 W, 32107 MiB, 100 %
2026/09/06 23:50:37.042, 115.22 W, 32107 MiB, 100 %
2026/09/06 23:50:37.242, 115.22 W, 32107 MiB, 100 %
2026/09/06 23:50:37.442, 114.15 W, 32107 MiB, 100 %
2026/09/06 23:50:37.642, 114.15 W, 32107 MiB, 100 %
2026/09/06 23:50:37.842, 111.92 W, 32107 MiB, 100 %
2026/09/06 23:50:38.042, 111.92 W, 18679 MiB, 100 %
2026/09/06 23:50:38.243, 111.92 W, 6497 MiB, 100 %
2026/09/06 23:50:38.443, 110.50 W, 519 MiB, 100 %
2026/09/06 23:50:38.643, 110.50 W, 519 MiB, 100 %
2026/09/06 23:50:38.844, 103.89 W, 15 MiB, 1 %
2026/09/06 23:50:39.044, 103.89 W, 15 MiB, 1 %
2026/09/06 23:50:39.244, 103.89 W, 15 MiB, 1 %
2026/09/06 23:50:39.444, 94.54 W, 15 MiB, 1 %
2026/09/06 23:50:39.645, 94.54 W, 15 MiB, 1 %
2026/09/06 23:50:39.845, 90.08 W, 15 MiB, 0 %
2026/09/06 23:50:40.045, 90.08 W, 15 MiB, 0 %
2026/09/06 23:50:40.245, 90.08 W, 15 MiB, 0 %
2026/09/06 23:50:40.446, 90.08 W, 15 MiB, 0 %
2026/09/06 23:50:40.646, 90.08 W, 15 MiB, 0 %
2026/09/06 23:50:40.846, 33.53 W, 15 MiB, 0 %
2026/09/06 23:50:41.046, 33.53 W, 15 MiB, 0 %
2026/09/06 23:50:41.247, 33.53 W, 15 MiB, 0 %
2026/09/06 23:50:41.447, 33.53 W, 15 MiB, 0 %
2026/09/06 23:50:41.647, 33.53 W, 15 MiB, 0 %
2026/09/06 23:50:41.847, 30.20 W, 15 MiB, 0 %
2026/09/06 23:50:42.048, 30.20 W, 15 MiB, 0 %
2026/09/06 23:50:42.248, 30.20 W, 15 MiB, 0 %
2026/09/06 23:50:42.448, 30.20 W, 15 MiB, 0 %
2026/09/06 23:50:42.648, 30.20 W, 15 MiB, 0 %
2026/09/06 23:50:42.848, 24.60 W, 15 MiB, 0 %
2026/09/06 23:50:43.048, 24.60 W, 15 MiB, 0 %
2026/09/06 23:50:43.249, 24.60 W, 15 MiB, 0 %
