setting,shape,cta_blocks,work,total_threads,block,order,arm,run_id,application_exit,loader_exit,elapsed_ms,warmup,launches,logical_lane_encounters,automatic_admitted,module_loaded,map_key0,source
blocks-b128-w0,128,128,0,16384,1,1,native,91001,0,,0.262208015,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-01-order-01-native
blocks-b128-w0,128,128,0,16384,1,2,off,91001,0,0,0.527776003,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-01-order-02-off
blocks-b128-w0,128,128,0,16384,2,1,off,91002,0,0,0.524384022,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-02-order-01-off
blocks-b128-w0,128,128,0,16384,2,2,native,91002,0,,0.259999990,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-02-order-02-native
blocks-b128-w0,128,128,0,16384,3,1,native,91003,0,,0.249247998,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-03-order-01-native
blocks-b128-w0,128,128,0,16384,3,2,off,91003,0,0,0.525568008,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-03-order-02-off
blocks-b128-w0,128,128,0,16384,4,1,off,91004,0,0,0.523455977,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-04-order-01-off
blocks-b128-w0,128,128,0,16384,4,2,native,91004,0,,0.262367994,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-04-order-02-native
blocks-b128-w0,128,128,0,16384,5,1,native,91005,0,,0.247807994,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-05-order-01-native
blocks-b128-w0,128,128,0,16384,5,2,off,91005,0,0,0.523840010,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-05-order-02-off
blocks-b128-w0,128,128,0,16384,6,1,off,91006,0,0,0.523584008,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-06-order-01-off
blocks-b128-w0,128,128,0,16384,6,2,native,91006,0,,0.259808004,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-06-order-02-native
blocks-b128-w0,128,128,0,16384,7,1,native,91007,0,,0.227423996,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-07-order-01-native
blocks-b128-w0,128,128,0,16384,7,2,off,91007,0,0,0.524511993,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-07-order-02-off
blocks-b128-w0,128,128,0,16384,8,1,off,91008,0,0,0.523743987,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-08-order-01-off
blocks-b128-w0,128,128,0,16384,8,2,native,91008,0,,0.262239993,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-08-order-02-native
blocks-b128-w0,128,128,0,16384,9,1,native,91009,0,,0.262048006,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-09-order-01-native
blocks-b128-w0,128,128,0,16384,9,2,off,91009,0,0,0.523455977,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-09-order-02-off
blocks-b128-w0,128,128,0,16384,10,1,off,91010,0,0,0.525536001,8,128,2097152,false,true,true,sweep-blocks-b128-w0-block-10-order-01-off
blocks-b128-w0,128,128,0,16384,10,2,native,91010,0,,0.250912011,8,128,2097152,false,false,false,sweep-blocks-b128-w0-block-10-order-02-native
blocks-b512-w0,128,512,0,65536,1,1,native,91101,0,,0.264447987,8,128,8388608,false,false,false,sweep-blocks-b512-w0-block-01-order-01-native
blocks-b512-w0,128,512,0,65536,1,2,off,91101,0,0,0.523935974,8,128,8388608,false,true,true,sweep-blocks-b512-w0-block-01-order-02-off
blocks-b512-w0,128,512,0,65536,2,1,off,91102,0,0,0.524479985,8,128,8388608,false,true,true,sweep-blocks-b512-w0-block-02-order-01-off
