timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:54:00.286, 16.18 W, 15 MiB, 0 %
2026/09/06 23:54:00.487, 15.92 W, 15 MiB, 0 %
2026/09/06 23:54:00.687, 15.92 W, 15 MiB, 0 %
2026/09/06 23:54:00.887, 15.92 W, 15 MiB, 0 %
2026/09/06 23:54:01.088, 15.92 W, 15 MiB, 0 %
2026/09/06 23:54:01.288, 15.92 W, 15 MiB, 0 %
2026/09/06 23:54:01.488, 12.57 W, 15 MiB, 0 %
2026/09/06 23:54:01.688, 12.57 W, 15 MiB, 0 %
2026/09/06 23:54:01.889, 12.57 W, 15 MiB, 0 %
2026/09/06 23:54:02.090, 12.57 W, 15 MiB, 0 %
2026/09/06 23:54:02.290, 12.57 W, 15 MiB, 0 %
2026/09/06 23:54:02.490, 12.54 W, 15 MiB, 0 %
2026/09/06 23:54:02.690, 12.54 W, 15 MiB, 0 %
2026/09/06 23:54:02.891, 12.54 W, 15 MiB, 0 %
2026/09/06 23:54:03.091, 12.54 W, 15 MiB, 0 %
2026/09/06 23:54:03.291, 12.54 W, 15 MiB, 0 %
2026/09/06 23:54:03.491, 12.53 W, 15 MiB, 0 %
2026/09/06 23:54:03.696, 12.53 W, 15 MiB, 0 %
2026/09/06 23:54:03.896, 12.53 W, 15 MiB, 0 %
2026/09/06 23:54:04.097, 12.53 W, 15 MiB, 0 %
