timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:53:35.046, 11.57 W, 15 MiB, 0 %
2026/09/06 23:53:35.248, 11.57 W, 15 MiB, 0 %
2026/09/06 23:53:35.449, 11.80 W, 15 MiB, 0 %
2026/09/06 23:53:35.652, 11.80 W, 521 MiB, 0 %
2026/09/06 23:53:35.853, 19.07 W, 521 MiB, 0 %
2026/09/06 23:53:36.053, 19.07 W, 521 MiB, 0 %
2026/09/06 23:53:36.253, 19.07 W, 521 MiB, 0 %
2026/09/06 23:53:36.453, 28.25 W, 521 MiB, 0 %
2026/09/06 23:53:36.654, 28.25 W, 521 MiB, 0 %
2026/09/06 23:53:36.854, 55.88 W, 521 MiB, 0 %
2026/09/06 23:53:37.054, 55.88 W, 521 MiB, 0 %
2026/09/06 23:53:37.254, 55.88 W, 521 MiB, 0 %
2026/09/06 23:53:37.454, 56.04 W, 521 MiB, 0 %
2026/09/06 23:53:37.655, 56.04 W, 521 MiB, 0 %
2026/09/06 23:53:37.855, 56.24 W, 521 MiB, 0 %
2026/09/06 23:53:38.055, 56.24 W, 521 MiB, 0 %
2026/09/06 23:53:38.255, 56.24 W, 521 MiB, 0 %
2026/09/06 23:53:38.456, 56.24 W, 521 MiB, 0 %
2026/09/06 23:53:38.656, 56.24 W, 521 MiB, 0 %
2026/09/06 23:53:38.856, 56.00 W, 521 MiB, 0 %
2026/09/06 23:53:39.056, 56.00 W, 521 MiB, 0 %
2026/09/06 23:53:39.257, 56.00 W, 521 MiB, 0 %
2026/09/06 23:53:39.457, 55.92 W, 521 MiB, 0 %
2026/09/06 23:53:39.657, 55.92 W, 521 MiB, 0 %
2026/09/06 23:53:39.857, 55.98 W, 521 MiB, 0 %
2026/09/06 23:53:40.058, 55.98 W, 521 MiB, 0 %
2026/09/06 23:53:40.258, 55.98 W, 521 MiB, 0 %
2026/09/06 23:53:40.458, 55.93 W, 521 MiB, 0 %
2026/09/06 23:53:40.658, 55.93 W, 521 MiB, 0 %
2026/09/06 23:53:40.859, 55.85 W, 521 MiB, 0 %
2026/09/06 23:53:41.059, 55.85 W, 521 MiB, 0 %
2026/09/06 23:53:41.259, 55.85 W, 521 MiB, 0 %
2026/09/06 23:53:41.459, 55.93 W, 521 MiB, 0 %
2026/09/06 23:53:41.659, 55.93 W, 521 MiB, 0 %
2026/09/06 23:53:41.860, 56.00 W, 649 MiB, 0 %
2026/09/06 23:53:42.060, 56.00 W, 4497 MiB, 0 %
2026/09/06 23:53:42.260, 56.00 W, 8729 MiB, 0 %
2026/09/06 23:53:42.460, 79.28 W, 12963 MiB, 0 %
2026/09/06 23:53:42.661, 79.28 W, 17323 MiB, 0 %
2026/09/06 23:53:42.861, 102.02 W, 21813 MiB, 100 %
2026/09/06 23:53:43.061, 102.02 W, 28853 MiB, 100 %
2026/09/06 23:53:43.261, 102.02 W, 32107 MiB, 100 %
2026/09/06 23:53:43.461, 112.57 W, 32107 MiB, 100 %
2026/09/06 23:53:43.661, 112.57 W, 32107 MiB, 100 %
2026/09/06 23:53:43.862, 114.21 W, 32107 MiB, 100 %
2026/09/06 23:53:44.062, 114.21 W, 32107 MiB, 100 %
2026/09/06 23:53:44.262, 114.21 W, 32107 MiB, 100 %
2026/09/06 23:53:44.462, 114.04 W, 32107 MiB, 100 %
2026/09/06 23:53:44.663, 114.04 W, 32107 MiB, 100 %
2026/09/06 23:53:44.863, 116.15 W, 32107 MiB, 100 %
2026/09/06 23:53:45.063, 116.15 W, 32107 MiB, 100 %
2026/09/06 23:53:45.263, 116.15 W, 32107 MiB, 100 %
2026/09/06 23:53:45.463, 116.73 W, 32107 MiB, 100 %
2026/09/06 23:53:45.663, 116.73 W, 32107 MiB, 100 %
2026/09/06 23:53:45.869, 115.77 W, 32107 MiB, 100 %
2026/09/06 23:53:46.070, 115.77 W, 32107 MiB, 100 %
2026/09/06 23:53:46.270, 115.77 W, 32107 MiB, 100 %
2026/09/06 23:53:46.470, 113.80 W, 32107 MiB, 100 %
2026/09/06 23:53:46.670, 113.80 W, 32107 MiB, 100 %
2026/09/06 23:53:46.871, 111.59 W, 32107 MiB, 100 %
2026/09/06 23:53:47.071, 111.59 W, 32107 MiB, 100 %
2026/09/06 23:53:47.271, 111.59 W, 32107 MiB, 100 %
2026/09/06 23:53:47.471, 112.01 W, 32107 MiB, 100 %
2026/09/06 23:53:47.672, 112.01 W, 32107 MiB, 100 %
2026/09/06 23:53:47.872, 113.40 W, 32107 MiB, 100 %
2026/09/06 23:53:48.072, 113.40 W, 32107 MiB, 100 %
2026/09/06 23:53:48.272, 113.40 W, 32107 MiB, 100 %
2026/09/06 23:53:48.472, 113.81 W, 32107 MiB, 100 %
2026/09/06 23:53:48.673, 113.81 W, 32107 MiB, 100 %
2026/09/06 23:53:48.873, 115.58 W, 32107 MiB, 100 %
2026/09/06 23:53:49.073, 115.58 W, 32107 MiB, 100 %
2026/09/06 23:53:49.273, 115.58 W, 32107 MiB, 100 %
2026/09/06 23:53:49.473, 116.25 W, 32107 MiB, 100 %
2026/09/06 23:53:49.673, 116.25 W, 32107 MiB, 100 %
2026/09/06 23:53:49.873, 115.74 W, 32107 MiB, 100 %
2026/09/06 23:53:50.074, 115.74 W, 32107 MiB, 100 %
2026/09/06 23:53:50.274, 115.74 W, 32107 MiB, 100 %
2026/09/06 23:53:50.474, 114.29 W, 32107 MiB, 100 %
2026/09/06 23:53:50.674, 114.29 W, 32107 MiB, 100 %
2026/09/06 23:53:50.874, 111.75 W, 32107 MiB, 100 %
2026/09/06 23:53:51.075, 111.75 W, 32107 MiB, 100 %
2026/09/06 23:53:51.275, 111.75 W, 32107 MiB, 100 %
2026/09/06 23:53:51.475, 112.42 W, 32107 MiB, 100 %
2026/09/06 23:53:51.675, 112.42 W, 32107 MiB, 100 %
2026/09/06 23:53:51.875, 113.51 W, 32107 MiB, 100 %
2026/09/06 23:53:52.075, 113.51 W, 32107 MiB, 100 %
2026/09/06 23:53:52.276, 113.51 W, 32107 MiB, 100 %
2026/09/06 23:53:52.476, 114.02 W, 32107 MiB, 100 %
2026/09/06 23:53:52.676, 114.02 W, 32107 MiB, 100 %
2026/09/06 23:53:52.876, 116.62 W, 32107 MiB, 100 %
2026/09/06 23:53:53.076, 116.62 W, 32107 MiB, 100 %
2026/09/06 23:53:53.277, 116.62 W, 32107 MiB, 100 %
2026/09/06 23:53:53.477, 117.49 W, 32107 MiB, 100 %
2026/09/06 23:53:53.677, 117.49 W, 32107 MiB, 100 %
2026/09/06 23:53:53.877, 116.09 W, 32107 MiB, 100 %
2026/09/06 23:53:54.077, 116.09 W, 20863 MiB, 100 %
2026/09/06 23:53:54.277, 116.09 W, 5027 MiB, 100 %
2026/09/06 23:53:54.478, 114.22 W, 519 MiB, 100 %
2026/09/06 23:53:54.678, 114.22 W, 519 MiB, 100 %
2026/09/06 23:53:54.878, 103.74 W, 15 MiB, 1 %
2026/09/06 23:53:55.079, 103.74 W, 15 MiB, 1 %
2026/09/06 23:53:55.280, 103.74 W, 15 MiB, 1 %
2026/09/06 23:53:55.480, 93.05 W, 15 MiB, 1 %
2026/09/06 23:53:55.681, 93.05 W, 15 MiB, 1 %
2026/09/06 23:53:55.881, 91.20 W, 15 MiB, 0 %
2026/09/06 23:53:56.081, 91.20 W, 15 MiB, 0 %
2026/09/06 23:53:56.281, 91.20 W, 15 MiB, 0 %
2026/09/06 23:53:56.481, 91.20 W, 15 MiB, 0 %
2026/09/06 23:53:56.682, 91.20 W, 15 MiB, 0 %
2026/09/06 23:53:56.882, 48.19 W, 15 MiB, 0 %
2026/09/06 23:53:57.082, 48.19 W, 15 MiB, 0 %
2026/09/06 23:53:57.282, 48.19 W, 15 MiB, 0 %
2026/09/06 23:53:57.483, 48.19 W, 15 MiB, 0 %
2026/09/06 23:53:57.683, 48.19 W, 15 MiB, 0 %
2026/09/06 23:53:57.883, 30.21 W, 15 MiB, 0 %
2026/09/06 23:53:58.083, 30.21 W, 15 MiB, 0 %
2026/09/06 23:53:58.283, 30.21 W, 15 MiB, 0 %
2026/09/06 23:53:58.484, 30.21 W, 15 MiB, 0 %
2026/09/06 23:53:58.684, 30.21 W, 15 MiB, 0 %
2026/09/06 23:53:58.884, 22.70 W, 15 MiB, 0 %
2026/09/06 23:53:59.084, 22.70 W, 15 MiB, 0 %
2026/09/06 23:53:59.285, 22.70 W, 15 MiB, 0 %
2026/09/06 23:53:59.485, 20.69 W, 15 MiB, 0 %
2026/09/06 23:53:59.685, 20.69 W, 15 MiB, 0 %
2026/09/06 23:53:59.885, 16.18 W, 15 MiB, 0 %
2026/09/06 23:54:00.086, 16.18 W, 15 MiB, 0 %
