setting,shape,cta_blocks,work,total_threads,block,order,arm,run_id,application_exit,loader_exit,elapsed_ms,warmup,launches,logical_lane_encounters,automatic_admitted,module_loaded,map_key0,source
work-b1-w8,128,1,8,128,7,2,off,91707,0,0,335.776001000,8,128,16384,false,true,true,sweep-work-b1-w8-block-07-order-02-off
work-b1-w8,128,1,8,128,7,3,on,91707,0,0,397.792011000,8,128,16384,true,true,true,sweep-work-b1-w8-block-07-order-03-on
work-b1-w8,128,1,8,128,8,1,off,91708,0,0,334.719986000,8,128,16384,false,true,true,sweep-work-b1-w8-block-08-order-01-off
work-b1-w8,128,1,8,128,8,2,on,91708,0,0,385.472000000,8,128,16384,true,true,true,sweep-work-b1-w8-block-08-order-02-on
work-b1-w8,128,1,8,128,8,3,native,91708,0,,196.511999000,8,128,16384,false,false,false,sweep-work-b1-w8-block-08-order-03-native
work-b1-w8,128,1,8,128,9,1,on,91709,0,0,380.768001000,8,128,16384,true,true,true,sweep-work-b1-w8-block-09-order-01-on
work-b1-w8,128,1,8,128,9,2,native,91709,0,,251.711994000,8,128,16384,false,false,false,sweep-work-b1-w8-block-09-order-02-native
work-b1-w8,128,1,8,128,9,3,off,91709,0,0,330.527991000,8,128,16384,false,true,true,sweep-work-b1-w8-block-09-order-03-off
work-b1-w8,128,1,8,128,10,1,native,91710,0,,228.000000000,8,128,16384,false,false,false,sweep-work-b1-w8-block-10-order-01-native
work-b1-w8,128,1,8,128,10,2,off,91710,0,0,334.271997000,8,128,16384,false,true,true,sweep-work-b1-w8-block-10-order-02-off
work-b1-w8,128,1,8,128,10,3,on,91710,0,0,392.287999000,8,128,16384,true,true,true,sweep-work-b1-w8-block-10-order-03-on
work-b1-w32,128,1,32,128,1,1,native,91801,0,,244.767994000,8,128,16384,false,false,false,sweep-work-b1-w32-block-01-order-01-native
work-b1-w32,128,1,32,128,1,2,off,91801,0,0,520.896018000,8,128,16384,false,true,true,sweep-work-b1-w32-block-01-order-02-off
work-b1-w32,128,1,32,128,1,3,on,91801,0,0,524.128020000,8,128,16384,true,true,true,sweep-work-b1-w32-block-01-order-03-on
work-b1-w32,128,1,32,128,2,1,off,91802,0,0,520.735979000,8,128,16384,false,true,true,sweep-work-b1-w32-block-02-order-01-off
work-b1-w32,128,1,32,128,2,2,on,91802,0,0,525.727987000,8,128,16384,true,true,true,sweep-work-b1-w32-block-02-order-02-on
work-b1-w32,128,1,32,128,2,3,native,91802,0,,250.528008000,8,128,16384,false,false,false,sweep-work-b1-w32-block-02-order-03-native
work-b1-w32,128,1,32,128,3,1,on,91803,0,0,525.376022000,8,128,16384,true,true,true,sweep-work-b1-w32-block-03-order-01-on
work-b1-w32,128,1,32,128,3,2,native,91803,0,,238.815993000,8,128,16384,false,false,false,sweep-work-b1-w32-block-03-order-02-native
work-b1-w32,128,1,32,128,3,3,off,91803,0,0,524.096012000,8,128,16384,false,true,true,sweep-work-b1-w32-block-03-order-03-off
work-b1-w32,128,1,32,128,4,1,native,91804,0,,259.135991000,8,128,16384,false,false,false,sweep-work-b1-w32-block-04-order-01-native
work-b1-w32,128,1,32,128,4,2,off,91804,0,0,523.904026000,8,128,16384,false,true,true,sweep-work-b1-w32-block-04-order-02-off
work-b1-w32,128,1,32,128,4,3,on,91804,0,0,518.144011000,8,128,16384,true,true,true,sweep-work-b1-w32-block-04-order-03-on
work-b1-w32,128,1,32,128,5,1,off,91805,0,0,523.648024000,8,128,16384,false,true,true,sweep-work-b1-w32-block-05-order-01-off
work-b1-w32,128,1,32,128,5,2,on,91805,0,0,524.287999000,8,128,16384,true,true,true,sweep-work-b1-w32-block-05-order-02-on
work-b1-w32,128,1,32,128,5,3,native,91805,0,,264.191985000,8,128,16384,false,false,false,sweep-work-b1-w32-block-05-order-03-native
work-b1-w32,128,1,32,128,6,1,on,91806,0,0,525.312006000,8,128,16384,true,true,true,sweep-work-b1-w32-block-06-order-01-on
work-b1-w32,128,1,32,128,6,2,native,91806,0,,252.640009000,8,128,16384,false,false,false,sweep-work-b1-w32-block-06-order-02-native
work-b1-w32,128,1,32,128,6,3,off,91806,0,0,524.064004000,8,128,16384,false,true,true,sweep-work-b1-w32-block-06-order-03-off
work-b1-w32,128,1,32,128,7,1,native,91807,0,,249.183998000,8,128,16384,false,false,false,sweep-work-b1-w32-block-07-order-01-native
work-b1-w32,128,1,32,128,7,2,off,91807,0,0,524.864018000,8,128,16384,false,true,true,sweep-work-b1-w32-block-07-order-02-off
work-b1-w32,128,1,32,128,7,3,on,91807,0,0,523.999989000,8,128,16384,true,true,true,sweep-work-b1-w32-block-07-order-03-on
work-b1-w32,128,1,32,128,8,1,off,91808,0,0,523.231983000,8,128,16384,false,true,true,sweep-work-b1-w32-block-08-order-01-off
work-b1-w32,128,1,32,128,8,2,on,91808,0,0,523.487985000,8,128,16384,true,true,true,sweep-work-b1-w32-block-08-order-02-on
work-b1-w32,128,1,32,128,8,3,native,91808,0,,224.255994000,8,128,16384,false,false,false,sweep-work-b1-w32-block-08-order-03-native
work-b1-w32,128,1,32,128,9,1,on,91809,0,0,524.832010000,8,128,16384,true,true,true,sweep-work-b1-w32-block-09-order-01-on
work-b1-w32,128,1,32,128,9,2,native,91809,0,,255.584002000,8,128,16384,false,false,false,sweep-work-b1-w32-block-09-order-02-native
work-b1-w32,128,1,32,128,9,3,off,91809,0,0,523.552001000,8,128,16384,false,true,true,sweep-work-b1-w32-block-09-order-03-off
work-b1-w32,128,1,32,128,10,1,native,91810,0,,251.071990000,8,128,16384,false,false,false,sweep-work-b1-w32-block-10-order-01-native
work-b1-w32,128,1,32,128,10,2,off,91810,0,0,524.991989000,8,128,16384,false,true,true,sweep-work-b1-w32-block-10-order-02-off
work-b1-w32,128,1,32,128,10,3,on,91810,0,0,524.223983000,8,128,16384,true,true,true,sweep-work-b1-w32-block-10-order-03-on
work-b1-w128,128,1,128,128,1,1,native,91901,0,,523.935974000,8,128,16384,false,false,false,sweep-work-b1-w128-block-01-order-01-native
work-b1-w128,128,1,128,128,1,2,off,91901,0,0,528.895974000,8,128,16384,false,true,true,sweep-work-b1-w128-block-01-order-02-off
work-b1-w128,128,1,128,128,1,3,on,91901,0,0,527.584016000,8,128,16384,true,true,true,sweep-work-b1-w128-block-01-order-03-on
work-b1-w128,128,1,128,128,2,1,off,91902,0,0,527.999997000,8,128,16384,false,true,true,sweep-work-b1-w128-block-02-order-01-off
work-b1-w128,128,1,128,128,2,2,on,91902,0,0,532.992005000,8,128,16384,true,true,true,sweep-work-b1-w128-block-02-order-02-on
work-b1-w128,128,1,128,128,2,3,native,91902,0,,524.896026000,8,128,16384,false,false,false,sweep-work-b1-w128-block-02-order-03-native
work-b1-w128,128,1,128,128,3,1,on,91903,0,0,532.959998000,8,128,16384,true,true,true,sweep-work-b1-w128-block-03-order-01-on
work-b1-w128,128,1,128,128,3,2,native,91903,0,,524.031997000,8,128,16384,false,false,false,sweep-work-b1-w128-block-03-order-02-native
work-b1-w128,128,1,128,128,3,3,off,91903,0,0,531.808019000,8,128,16384,false,true,true,sweep-work-b1-w128-block-03-order-03-off
work-b1-w128,128,1,128,128,4,1,native,91904,0,,524.735987000,8,128,16384,false,false,false,sweep-work-b1-w128-block-04-order-01-native
work-b1-w128,128,1,128,128,4,2,off,91904,0,0,534.111977000,8,128,16384,false,true,true,sweep-work-b1-w128-block-04-order-02-off
work-b1-w128,128,1,128,128,4,3,on,91904,0,0,532.415986000,8,128,16384,true,true,true,sweep-work-b1-w128-block-04-order-03-on
work-b1-w128,128,1,128,128,5,1,off,91905,0,0,531.903982000,8,128,16384,false,true,true,sweep-work-b1-w128-block-05-order-01-off
work-b1-w128,128,1,128,128,5,2,on,91905,0,0,531.615973000,8,128,16384,true,true,true,sweep-work-b1-w128-block-05-order-02-on
work-b1-w128,128,1,128,128,5,3,native,91905,0,,524.511993000,8,128,16384,false,false,false,sweep-work-b1-w128-block-05-order-03-native
work-b1-w128,128,1,128,128,6,1,on,91906,0,0,526.943982000,8,128,16384,true,true,true,sweep-work-b1-w128-block-06-order-01-on
work-b1-w128,128,1,128,128,6,2,native,91906,0,,524.096012000,8,128,16384,false,false,false,sweep-work-b1-w128-block-06-order-02-native
work-b1-w128,128,1,128,128,6,3,off,91906,0,0,529.088020000,8,128,16384,false,true,true,sweep-work-b1-w128-block-06-order-03-off
work-b1-w128,128,1,128,128,7,1,native,91907,0,,524.640024000,8,128,16384,false,false,false,sweep-work-b1-w128-block-07-order-01-native
work-b1-w128,128,1,128,128,7,2,off,91907,0,0,525.183976000,8,128,16384,false,true,true,sweep-work-b1-w128-block-07-order-02-off
work-b1-w128,128,1,128,128,7,3,on,91907,0,0,528.735995000,8,128,16384,true,true,true,sweep-work-b1-w128-block-07-order-03-on
work-b1-w128,128,1,128,128,8,1,off,91908,0,0,531.199992000,8,128,16384,false,true,true,sweep-work-b1-w128-block-08-order-01-off
work-b1-w128,128,1,128,128,8,2,on,91908,0,0,526.528001000,8,128,16384,true,true,true,sweep-work-b1-w128-block-08-order-02-on
work-b1-w128,128,1,128,128,8,3,native,91908,0,,524.864018000,8,128,16384,false,false,false,sweep-work-b1-w128-block-08-order-03-native
work-b1-w128,128,1,128,128,9,1,on,91909,0,0,529.151976000,8,128,16384,true,true,true,sweep-work-b1-w128-block-09-order-01-on
work-b1-w128,128,1,128,128,9,2,native,91909,0,,524.447978000,8,128,16384,false,false,false,sweep-work-b1-w128-block-09-order-02-native
work-b1-w128,128,1,128,128,9,3,off,91909,0,0,526.080012000,8,128,16384,false,true,true,sweep-work-b1-w128-block-09-order-03-off
work-b1-w128,128,1,128,128,10,1,native,91910,0,,524.544001000,8,128,16384,false,false,false,sweep-work-b1-w128-block-10-order-01-native
work-b1-w128,128,1,128,128,10,2,off,91910,0,0,532.480001000,8,128,16384,false,true,true,sweep-work-b1-w128-block-10-order-02-off
work-b1-w128,128,1,128,128,10,3,on,91910,0,0,528.800011000,8,128,16384,true,true,true,sweep-work-b1-w128-block-10-order-03-on
