timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:57:42.919, 14.51 W, 15 MiB, 0 %
2026/09/06 23:57:43.129, 14.51 W, 15 MiB, 0 %
2026/09/06 23:57:43.329, 14.51 W, 15 MiB, 0 %
2026/09/06 23:57:43.531, 13.39 W, 35 MiB, 0 %
2026/09/06 23:57:43.731, 13.39 W, 521 MiB, 0 %
2026/09/06 23:57:43.931, 22.97 W, 521 MiB, 0 %
2026/09/06 23:57:44.131, 22.97 W, 521 MiB, 0 %
2026/09/06 23:57:44.332, 22.97 W, 521 MiB, 0 %
2026/09/06 23:57:44.532, 47.01 W, 521 MiB, 0 %
2026/09/06 23:57:44.733, 47.01 W, 521 MiB, 0 %
2026/09/06 23:57:44.933, 56.79 W, 521 MiB, 0 %
2026/09/06 23:57:45.133, 56.79 W, 521 MiB, 0 %
2026/09/06 23:57:45.333, 56.79 W, 521 MiB, 0 %
2026/09/06 23:57:45.534, 56.87 W, 521 MiB, 0 %
2026/09/06 23:57:45.734, 56.87 W, 521 MiB, 0 %
2026/09/06 23:57:45.934, 56.82 W, 521 MiB, 0 %
2026/09/06 23:57:46.134, 56.82 W, 521 MiB, 0 %
2026/09/06 23:57:46.335, 56.82 W, 521 MiB, 0 %
2026/09/06 23:57:46.535, 56.65 W, 521 MiB, 0 %
2026/09/06 23:57:46.735, 56.65 W, 521 MiB, 0 %
2026/09/06 23:57:46.936, 56.53 W, 521 MiB, 0 %
2026/09/06 23:57:47.136, 56.53 W, 521 MiB, 0 %
2026/09/06 23:57:47.337, 56.53 W, 521 MiB, 0 %
2026/09/06 23:57:47.537, 56.56 W, 521 MiB, 0 %
2026/09/06 23:57:47.737, 56.56 W, 521 MiB, 0 %
2026/09/06 23:57:47.937, 56.48 W, 521 MiB, 0 %
2026/09/06 23:57:48.138, 56.48 W, 521 MiB, 0 %
2026/09/06 23:57:48.338, 56.48 W, 521 MiB, 0 %
2026/09/06 23:57:48.538, 56.44 W, 521 MiB, 0 %
2026/09/06 23:57:48.738, 56.44 W, 521 MiB, 0 %
2026/09/06 23:57:48.938, 56.48 W, 521 MiB, 0 %
2026/09/06 23:57:49.139, 56.48 W, 521 MiB, 0 %
2026/09/06 23:57:49.339, 56.48 W, 521 MiB, 0 %
2026/09/06 23:57:49.539, 56.54 W, 521 MiB, 0 %
2026/09/06 23:57:49.739, 56.54 W, 521 MiB, 0 %
2026/09/06 23:57:49.940, 56.51 W, 1547 MiB, 0 %
2026/09/06 23:57:50.140, 56.51 W, 5651 MiB, 0 %
2026/09/06 23:57:50.340, 56.51 W, 9755 MiB, 0 %
2026/09/06 23:57:50.540, 76.71 W, 13989 MiB, 0 %
2026/09/06 23:57:50.740, 76.71 W, 18093 MiB, 0 %
2026/09/06 23:57:50.940, 101.52 W, 23091 MiB, 100 %
2026/09/06 23:57:51.140, 101.52 W, 30259 MiB, 100 %
2026/09/06 23:57:51.341, 101.52 W, 32107 MiB, 100 %
2026/09/06 23:57:51.541, 112.86 W, 32107 MiB, 100 %
2026/09/06 23:57:51.741, 112.86 W, 32107 MiB, 100 %
2026/09/06 23:57:51.941, 114.12 W, 32107 MiB, 100 %
2026/09/06 23:57:52.142, 114.12 W, 32107 MiB, 100 %
2026/09/06 23:57:52.342, 114.12 W, 32107 MiB, 100 %
2026/09/06 23:57:52.542, 113.92 W, 32107 MiB, 100 %
2026/09/06 23:57:52.742, 113.92 W, 32107 MiB, 100 %
2026/09/06 23:57:52.943, 115.63 W, 32107 MiB, 100 %
2026/09/06 23:57:53.143, 115.63 W, 32107 MiB, 100 %
2026/09/06 23:57:53.343, 115.63 W, 32107 MiB, 100 %
2026/09/06 23:57:53.543, 115.94 W, 32107 MiB, 100 %
2026/09/06 23:57:53.743, 115.94 W, 32107 MiB, 100 %
2026/09/06 23:57:53.944, 115.11 W, 32107 MiB, 100 %
2026/09/06 23:57:54.144, 115.11 W, 32107 MiB, 100 %
2026/09/06 23:57:54.344, 115.11 W, 32107 MiB, 100 %
2026/09/06 23:57:54.544, 113.69 W, 32107 MiB, 100 %
2026/09/06 23:57:54.744, 113.69 W, 32107 MiB, 100 %
2026/09/06 23:57:54.945, 112.24 W, 32107 MiB, 100 %
