timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:57:55.145, 112.24 W, 32107 MiB, 100 %
2026/09/06 23:57:55.345, 112.24 W, 32107 MiB, 100 %
2026/09/06 23:57:55.545, 112.50 W, 32107 MiB, 100 %
2026/09/06 23:57:55.745, 112.50 W, 32107 MiB, 100 %
2026/09/06 23:57:55.945, 113.50 W, 32107 MiB, 100 %
2026/09/06 23:57:56.145, 113.50 W, 32107 MiB, 100 %
2026/09/06 23:57:56.346, 113.50 W, 32107 MiB, 100 %
2026/09/06 23:57:56.546, 113.87 W, 32107 MiB, 100 %
2026/09/06 23:57:56.746, 113.87 W, 32107 MiB, 100 %
2026/09/06 23:57:56.946, 115.79 W, 32107 MiB, 100 %
2026/09/06 23:57:57.147, 115.79 W, 32107 MiB, 100 %
2026/09/06 23:57:57.347, 115.79 W, 32107 MiB, 100 %
2026/09/06 23:57:57.547, 116.23 W, 32107 MiB, 100 %
2026/09/06 23:57:57.747, 116.23 W, 32107 MiB, 100 %
2026/09/06 23:57:57.947, 115.60 W, 32107 MiB, 100 %
2026/09/06 23:57:58.148, 115.60 W, 32107 MiB, 100 %
2026/09/06 23:57:58.348, 115.60 W, 32107 MiB, 100 %
2026/09/06 23:57:58.548, 114.08 W, 32107 MiB, 100 %
2026/09/06 23:57:58.748, 114.08 W, 32107 MiB, 100 %
2026/09/06 23:57:58.949, 111.98 W, 32107 MiB, 100 %
2026/09/06 23:57:59.149, 111.98 W, 32107 MiB, 100 %
2026/09/06 23:57:59.349, 111.98 W, 32107 MiB, 100 %
2026/09/06 23:57:59.549, 112.51 W, 32107 MiB, 100 %
2026/09/06 23:57:59.749, 112.51 W, 32107 MiB, 100 %
2026/09/06 23:57:59.949, 113.52 W, 32107 MiB, 100 %
2026/09/06 23:58:00.149, 113.52 W, 32107 MiB, 100 %
2026/09/06 23:58:00.350, 113.52 W, 32107 MiB, 100 %
2026/09/06 23:58:00.550, 113.80 W, 32107 MiB, 100 %
2026/09/06 23:58:00.750, 113.80 W, 32107 MiB, 100 %
2026/09/06 23:58:00.950, 115.64 W, 32107 MiB, 100 %
2026/09/06 23:58:01.150, 115.64 W, 32107 MiB, 100 %
2026/09/06 23:58:01.351, 115.64 W, 32107 MiB, 100 %
2026/09/06 23:58:01.551, 116.69 W, 32107 MiB, 100 %
2026/09/06 23:58:01.751, 116.69 W, 32107 MiB, 100 %
2026/09/06 23:58:01.952, 115.56 W, 32107 MiB, 100 %
2026/09/06 23:58:02.152, 115.56 W, 17813 MiB, 100 %
2026/09/06 23:58:02.352, 115.56 W, 5743 MiB, 100 %
2026/09/06 23:58:02.552, 113.94 W, 519 MiB, 100 %
2026/09/06 23:58:02.752, 113.94 W, 519 MiB, 100 %
2026/09/06 23:58:02.953, 104.11 W, 15 MiB, 0 %
2026/09/06 23:58:03.153, 104.11 W, 15 MiB, 0 %
2026/09/06 23:58:03.353, 104.11 W, 15 MiB, 0 %
2026/09/06 23:58:03.553, 92.90 W, 15 MiB, 0 %
2026/09/06 23:58:03.753, 92.90 W, 15 MiB, 0 %
2026/09/06 23:58:03.954, 89.66 W, 15 MiB, 0 %
2026/09/06 23:58:04.154, 89.66 W, 15 MiB, 0 %
2026/09/06 23:58:04.354, 89.66 W, 15 MiB, 0 %
2026/09/06 23:58:04.554, 89.66 W, 15 MiB, 0 %
2026/09/06 23:58:04.754, 89.66 W, 15 MiB, 0 %
2026/09/06 23:58:04.955, 42.54 W, 15 MiB, 0 %
2026/09/06 23:58:05.155, 42.54 W, 15 MiB, 0 %
2026/09/06 23:58:05.355, 42.54 W, 15 MiB, 0 %
2026/09/06 23:58:05.555, 42.54 W, 15 MiB, 0 %
2026/09/06 23:58:05.755, 42.54 W, 15 MiB, 0 %
2026/09/06 23:58:05.955, 29.90 W, 15 MiB, 0 %
2026/09/06 23:58:06.156, 29.90 W, 15 MiB, 0 %
2026/09/06 23:58:06.356, 29.90 W, 15 MiB, 0 %
2026/09/06 23:58:06.556, 29.90 W, 15 MiB, 0 %
2026/09/06 23:58:06.756, 29.90 W, 15 MiB, 0 %
2026/09/06 23:58:06.956, 26.25 W, 15 MiB, 0 %
2026/09/06 23:58:07.156, 26.25 W, 15 MiB, 0 %
2026/09/06 23:58:07.357, 26.25 W, 15 MiB, 0 %
2026/09/06 23:58:07.557, 26.25 W, 15 MiB, 0 %
2026/09/06 23:58:07.757, 26.25 W, 15 MiB, 0 %
2026/09/06 23:58:07.958, 15.78 W, 15 MiB, 0 %
2026/09/06 23:58:08.158, 15.78 W, 15 MiB, 0 %
2026/09/06 23:58:08.358, 15.78 W, 15 MiB, 0 %
2026/09/06 23:58:08.559, 15.78 W, 15 MiB, 0 %
2026/09/06 23:58:08.759, 15.78 W, 15 MiB, 0 %
2026/09/06 23:58:08.959, 12.78 W, 15 MiB, 0 %
2026/09/06 23:58:09.160, 12.78 W, 15 MiB, 0 %
2026/09/06 23:58:09.360, 12.78 W, 15 MiB, 0 %
2026/09/06 23:58:09.560, 12.78 W, 15 MiB, 0 %
2026/09/06 23:58:09.760, 12.78 W, 15 MiB, 0 %
2026/09/06 23:58:09.960, 12.71 W, 15 MiB, 0 %
2026/09/06 23:58:10.161, 12.71 W, 15 MiB, 0 %
2026/09/06 23:58:10.361, 12.71 W, 15 MiB, 0 %
2026/09/06 23:58:10.561, 13.34 W, 15 MiB, 0 %
2026/09/06 23:58:10.762, 13.34 W, 15 MiB, 0 %
2026/09/06 23:58:10.962, 14.96 W, 15 MiB, 0 %
2026/09/06 23:58:11.162, 14.96 W, 15 MiB, 0 %
2026/09/06 23:58:11.364, 14.96 W, 15 MiB, 0 %
2026/09/06 23:58:11.564, 15.10 W, 15 MiB, 0 %
2026/09/06 23:58:11.764, 15.10 W, 15 MiB, 0 %
2026/09/06 23:58:11.964, 15.10 W, 15 MiB, 0 %
2026/09/06 23:58:12.165, 15.10 W, 15 MiB, 0 %
2026/09/06 23:58:12.365, 13.27 W, 15 MiB, 0 %
2026/09/06 23:58:12.565, 13.27 W, 15 MiB, 0 %
2026/09/06 23:58:12.766, 13.27 W, 15 MiB, 0 %
