cell,blocks,active_warps,arm,pairs,median_delta_ms,median_overhead_pct,bootstrap_median_overhead_low_pct,bootstrap_median_overhead_high_pct
0,256,2048,noop,1,0.0039999996999999995,61.57634911366456,61.57634911366456,61.57634911366456
0,256,2048,counter,1,0.007807999900000001,120.19704094524263,120.19704094524263,120.19704094524263
