timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:51:06.645, 102.08 W, 15 MiB, 20 %
2026/09/06 23:51:06.845, 91.73 W, 15 MiB, 0 %
2026/09/06 23:51:07.045, 91.73 W, 15 MiB, 0 %
2026/09/06 23:51:07.246, 91.73 W, 15 MiB, 0 %
2026/09/06 23:51:07.446, 88.14 W, 15 MiB, 0 %
2026/09/06 23:51:07.646, 88.14 W, 15 MiB, 0 %
2026/09/06 23:51:07.846, 76.35 W, 15 MiB, 0 %
2026/09/06 23:51:08.047, 76.35 W, 15 MiB, 0 %
2026/09/06 23:51:08.247, 76.35 W, 15 MiB, 0 %
2026/09/06 23:51:08.447, 59.73 W, 15 MiB, 0 %
2026/09/06 23:51:08.647, 59.73 W, 15 MiB, 0 %
2026/09/06 23:51:08.847, 59.73 W, 15 MiB, 0 %
2026/09/06 23:51:09.047, 59.73 W, 15 MiB, 0 %
2026/09/06 23:51:09.248, 59.73 W, 15 MiB, 0 %
2026/09/06 23:51:09.448, 29.53 W, 15 MiB, 0 %
2026/09/06 23:51:09.648, 29.53 W, 15 MiB, 0 %
2026/09/06 23:51:09.848, 29.53 W, 15 MiB, 0 %
2026/09/06 23:51:10.048, 29.53 W, 15 MiB, 0 %
2026/09/06 23:51:10.249, 22.45 W, 15 MiB, 0 %
