timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:55:38.380, 117.74 W, 32107 MiB, 100 %
2026/09/06 23:55:38.580, 117.74 W, 32107 MiB, 100 %
2026/09/06 23:55:38.780, 117.74 W, 32107 MiB, 100 %
2026/09/06 23:55:38.980, 114.57 W, 32107 MiB, 100 %
2026/09/06 23:55:39.180, 114.57 W, 32107 MiB, 100 %
2026/09/06 23:55:39.381, 120.22 W, 32107 MiB, 100 %
2026/09/06 23:55:39.581, 120.22 W, 32107 MiB, 100 %
2026/09/06 23:55:39.781, 120.22 W, 32107 MiB, 100 %
2026/09/06 23:55:39.981, 124.82 W, 32107 MiB, 100 %
2026/09/06 23:55:40.181, 124.82 W, 32107 MiB, 100 %
2026/09/06 23:55:40.382, 124.68 W, 32107 MiB, 100 %
2026/09/06 23:55:40.582, 124.68 W, 32107 MiB, 100 %
2026/09/06 23:55:40.782, 124.68 W, 32107 MiB, 100 %
2026/09/06 23:55:40.982, 124.12 W, 32107 MiB, 100 %
2026/09/06 23:55:41.182, 124.12 W, 32107 MiB, 100 %
2026/09/06 23:55:41.383, 123.33 W, 32107 MiB, 100 %
2026/09/06 23:55:41.583, 123.33 W, 32107 MiB, 100 %
2026/09/06 23:55:41.783, 123.33 W, 32107 MiB, 100 %
2026/09/06 23:55:41.983, 122.64 W, 32107 MiB, 100 %
2026/09/06 23:55:42.184, 122.64 W, 32107 MiB, 100 %
2026/09/06 23:55:42.384, 118.33 W, 32107 MiB, 100 %
2026/09/06 23:55:42.584, 118.33 W, 32107 MiB, 100 %
2026/09/06 23:55:42.784, 118.33 W, 32107 MiB, 100 %
2026/09/06 23:55:42.985, 114.92 W, 32107 MiB, 100 %
2026/09/06 23:55:43.185, 114.92 W, 32107 MiB, 100 %
2026/09/06 23:55:43.385, 119.61 W, 32107 MiB, 100 %
2026/09/06 23:55:43.585, 119.61 W, 32107 MiB, 100 %
2026/09/06 23:55:43.785, 119.61 W, 32107 MiB, 100 %
2026/09/06 23:55:43.985, 123.21 W, 32107 MiB, 100 %
2026/09/06 23:55:44.186, 123.21 W, 32107 MiB, 100 %
2026/09/06 23:55:44.386, 123.96 W, 32107 MiB, 100 %
2026/09/06 23:55:44.586, 123.96 W, 32107 MiB, 100 %
2026/09/06 23:55:44.786, 123.96 W, 32107 MiB, 100 %
2026/09/06 23:55:44.986, 124.55 W, 32107 MiB, 100 %
2026/09/06 23:55:45.187, 124.55 W, 32107 MiB, 100 %
2026/09/06 23:55:45.387, 123.74 W, 32107 MiB, 100 %
2026/09/06 23:55:45.587, 123.74 W, 32107 MiB, 100 %
2026/09/06 23:55:45.787, 123.74 W, 32107 MiB, 100 %
2026/09/06 23:55:45.987, 122.53 W, 32107 MiB, 100 %
2026/09/06 23:55:46.188, 122.53 W, 32107 MiB, 100 %
2026/09/06 23:55:46.388, 117.56 W, 32107 MiB, 100 %
2026/09/06 23:55:46.588, 117.56 W, 32107 MiB, 100 %
2026/09/06 23:55:46.788, 117.56 W, 22759 MiB, 100 %
2026/09/06 23:55:46.988, 113.44 W, 10575 MiB, 31 %
2026/09/06 23:55:47.189, 113.44 W, 519 MiB, 31 %
2026/09/06 23:55:47.389, 110.92 W, 519 MiB, 31 %
2026/09/06 23:55:47.589, 110.92 W, 15 MiB, 31 %
2026/09/06 23:55:47.789, 110.92 W, 15 MiB, 31 %
2026/09/06 23:55:47.989, 102.41 W, 15 MiB, 0 %
2026/09/06 23:55:48.190, 102.41 W, 15 MiB, 0 %
2026/09/06 23:55:48.390, 93.90 W, 15 MiB, 0 %
2026/09/06 23:55:48.590, 93.90 W, 15 MiB, 0 %
2026/09/06 23:55:48.790, 93.90 W, 15 MiB, 0 %
2026/09/06 23:55:48.991, 93.63 W, 15 MiB, 0 %
2026/09/06 23:55:49.191, 93.63 W, 15 MiB, 0 %
2026/09/06 23:55:49.391, 93.63 W, 15 MiB, 0 %
2026/09/06 23:55:49.591, 93.63 W, 15 MiB, 0 %
2026/09/06 23:55:49.792, 93.63 W, 15 MiB, 0 %
2026/09/06 23:55:49.992, 41.37 W, 15 MiB, 0 %
2026/09/06 23:55:50.192, 41.37 W, 15 MiB, 0 %
2026/09/06 23:55:50.392, 41.37 W, 15 MiB, 0 %
2026/09/06 23:55:50.593, 41.37 W, 15 MiB, 0 %
2026/09/06 23:55:50.793, 41.37 W, 15 MiB, 0 %
2026/09/06 23:55:50.993, 37.27 W, 15 MiB, 0 %
2026/09/06 23:55:51.193, 37.27 W, 15 MiB, 0 %
2026/09/06 23:55:51.394, 37.27 W, 15 MiB, 0 %
