timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:51:40.868, 12.07 W, 15 MiB, 0 %
2026/09/06 23:51:41.071, 12.07 W, 15 MiB, 0 %
2026/09/06 23:51:41.271, 12.07 W, 15 MiB, 0 %
2026/09/06 23:51:41.476, 12.07 W, 519 MiB, 0 %
2026/09/06 23:51:41.677, 12.07 W, 521 MiB, 0 %
2026/09/06 23:51:41.877, 24.91 W, 521 MiB, 0 %
2026/09/06 23:51:42.077, 24.91 W, 521 MiB, 0 %
2026/09/06 23:51:42.278, 34.50 W, 521 MiB, 0 %
2026/09/06 23:51:42.478, 34.50 W, 521 MiB, 0 %
2026/09/06 23:51:42.678, 34.50 W, 521 MiB, 0 %
2026/09/06 23:51:42.878, 55.56 W, 521 MiB, 0 %
2026/09/06 23:51:43.079, 55.56 W, 521 MiB, 0 %
2026/09/06 23:51:43.279, 55.60 W, 521 MiB, 0 %
2026/09/06 23:51:43.479, 55.60 W, 521 MiB, 0 %
2026/09/06 23:51:43.680, 55.60 W, 521 MiB, 0 %
2026/09/06 23:51:43.880, 55.59 W, 521 MiB, 0 %
2026/09/06 23:51:44.080, 55.59 W, 521 MiB, 0 %
2026/09/06 23:51:44.280, 55.53 W, 521 MiB, 0 %
2026/09/06 23:51:44.480, 55.53 W, 521 MiB, 0 %
2026/09/06 23:51:44.681, 55.53 W, 521 MiB, 0 %
2026/09/06 23:51:44.881, 55.43 W, 521 MiB, 0 %
2026/09/06 23:51:45.081, 55.43 W, 521 MiB, 0 %
2026/09/06 23:51:45.281, 55.44 W, 521 MiB, 0 %
2026/09/06 23:51:45.482, 55.44 W, 521 MiB, 0 %
2026/09/06 23:51:45.682, 55.44 W, 521 MiB, 0 %
2026/09/06 23:51:45.882, 55.55 W, 521 MiB, 0 %
2026/09/06 23:51:46.082, 55.55 W, 521 MiB, 0 %
2026/09/06 23:51:46.283, 55.54 W, 521 MiB, 0 %
2026/09/06 23:51:46.483, 55.54 W, 521 MiB, 0 %
2026/09/06 23:51:46.683, 55.54 W, 521 MiB, 0 %
2026/09/06 23:51:46.884, 55.54 W, 521 MiB, 0 %
2026/09/06 23:51:47.084, 55.54 W, 521 MiB, 0 %
2026/09/06 23:51:47.284, 55.38 W, 521 MiB, 0 %
2026/09/06 23:51:47.484, 55.38 W, 521 MiB, 0 %
2026/09/06 23:51:47.684, 55.38 W, 521 MiB, 0 %
2026/09/06 23:51:47.885, 55.06 W, 3727 MiB, 0 %
2026/09/06 23:51:48.085, 55.06 W, 7831 MiB, 0 %
2026/09/06 23:51:48.285, 77.53 W, 12193 MiB, 0 %
2026/09/06 23:51:48.485, 77.53 W, 16681 MiB, 0 %
2026/09/06 23:51:48.685, 77.53 W, 20915 MiB, 0 %
2026/09/06 23:51:48.885, 106.42 W, 27573 MiB, 100 %
2026/09/06 23:51:49.086, 106.42 W, 32107 MiB, 100 %
2026/09/06 23:51:49.286, 110.70 W, 32107 MiB, 100 %
2026/09/06 23:51:49.486, 110.70 W, 32107 MiB, 100 %
2026/09/06 23:51:49.686, 110.70 W, 32107 MiB, 100 %
2026/09/06 23:51:49.886, 112.42 W, 32107 MiB, 100 %
2026/09/06 23:51:50.087, 112.42 W, 32107 MiB, 100 %
2026/09/06 23:51:50.287, 113.14 W, 32107 MiB, 100 %
2026/09/06 23:51:50.487, 113.14 W, 32107 MiB, 100 %
2026/09/06 23:51:50.687, 113.14 W, 32107 MiB, 100 %
2026/09/06 23:51:50.887, 114.07 W, 32107 MiB, 100 %
2026/09/06 23:51:51.087, 114.07 W, 32107 MiB, 100 %
2026/09/06 23:51:51.287, 114.04 W, 32107 MiB, 100 %
2026/09/06 23:51:51.488, 114.04 W, 32107 MiB, 100 %
2026/09/06 23:51:51.688, 114.04 W, 32107 MiB, 100 %
2026/09/06 23:51:51.888, 113.36 W, 32107 MiB, 100 %
2026/09/06 23:51:52.088, 113.36 W, 32107 MiB, 100 %
2026/09/06 23:51:52.288, 111.68 W, 32107 MiB, 100 %
2026/09/06 23:51:52.488, 111.68 W, 32107 MiB, 100 %
2026/09/06 23:51:52.689, 111.68 W, 32107 MiB, 100 %
2026/09/06 23:51:52.889, 109.70 W, 32107 MiB, 100 %
2026/09/06 23:51:53.089, 109.70 W, 32107 MiB, 100 %
2026/09/06 23:51:53.289, 110.18 W, 32107 MiB, 100 %
2026/09/06 23:51:53.490, 110.18 W, 32107 MiB, 100 %
2026/09/06 23:51:53.690, 110.18 W, 32107 MiB, 100 %
2026/09/06 23:51:53.890, 112.18 W, 32107 MiB, 100 %
2026/09/06 23:51:54.090, 112.18 W, 32107 MiB, 100 %
2026/09/06 23:51:54.290, 112.77 W, 32107 MiB, 100 %
2026/09/06 23:51:54.491, 112.77 W, 32107 MiB, 100 %
2026/09/06 23:51:54.691, 112.77 W, 32107 MiB, 100 %
2026/09/06 23:51:54.891, 113.81 W, 32107 MiB, 100 %
2026/09/06 23:51:55.091, 113.81 W, 32107 MiB, 100 %
2026/09/06 23:51:55.291, 114.27 W, 32107 MiB, 100 %
2026/09/06 23:51:55.491, 114.27 W, 32107 MiB, 100 %
2026/09/06 23:51:55.692, 114.27 W, 32107 MiB, 100 %
2026/09/06 23:51:55.892, 113.79 W, 32107 MiB, 100 %
2026/09/06 23:51:56.092, 113.79 W, 32107 MiB, 100 %
2026/09/06 23:51:56.293, 112.14 W, 32107 MiB, 100 %
2026/09/06 23:51:56.493, 112.14 W, 32107 MiB, 100 %
2026/09/06 23:51:56.693, 112.14 W, 32107 MiB, 100 %
2026/09/06 23:51:56.893, 109.98 W, 32107 MiB, 100 %
2026/09/06 23:51:57.093, 109.98 W, 32107 MiB, 100 %
2026/09/06 23:51:57.294, 110.70 W, 32107 MiB, 100 %
2026/09/06 23:51:57.494, 110.70 W, 32107 MiB, 100 %
2026/09/06 23:51:57.694, 110.70 W, 32107 MiB, 100 %
