timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:52:13.396, 13.15 W, 15 MiB, 0 %
2026/09/06 23:52:13.605, 13.15 W, 15 MiB, 0 %
2026/09/06 23:52:13.805, 11.56 W, 15 MiB, 0 %
2026/09/06 23:52:14.006, 11.56 W, 35 MiB, 0 %
2026/09/06 23:52:14.207, 11.56 W, 521 MiB, 0 %
2026/09/06 23:52:14.407, 18.45 W, 521 MiB, 0 %
2026/09/06 23:52:14.608, 18.45 W, 521 MiB, 0 %
2026/09/06 23:52:14.808, 39.48 W, 521 MiB, 0 %
2026/09/06 23:52:15.008, 39.48 W, 521 MiB, 0 %
2026/09/06 23:52:15.208, 39.48 W, 521 MiB, 0 %
2026/09/06 23:52:15.409, 55.12 W, 521 MiB, 0 %
2026/09/06 23:52:15.609, 55.12 W, 521 MiB, 0 %
2026/09/06 23:52:15.809, 55.18 W, 521 MiB, 0 %
2026/09/06 23:52:16.010, 55.18 W, 521 MiB, 0 %
2026/09/06 23:52:16.210, 55.18 W, 521 MiB, 0 %
2026/09/06 23:52:16.410, 55.27 W, 521 MiB, 0 %
2026/09/06 23:52:16.610, 55.27 W, 521 MiB, 0 %
2026/09/06 23:52:16.811, 55.24 W, 521 MiB, 0 %
2026/09/06 23:52:17.011, 55.24 W, 521 MiB, 0 %
2026/09/06 23:52:17.212, 55.24 W, 521 MiB, 0 %
2026/09/06 23:52:17.412, 55.21 W, 521 MiB, 0 %
2026/09/06 23:52:17.612, 55.21 W, 521 MiB, 0 %
2026/09/06 23:52:17.812, 55.19 W, 521 MiB, 0 %
2026/09/06 23:52:18.013, 55.19 W, 521 MiB, 0 %
2026/09/06 23:52:18.213, 55.19 W, 521 MiB, 0 %
2026/09/06 23:52:18.413, 55.12 W, 521 MiB, 0 %
2026/09/06 23:52:18.614, 55.12 W, 521 MiB, 0 %
2026/09/06 23:52:18.814, 55.06 W, 521 MiB, 0 %
2026/09/06 23:52:19.014, 55.06 W, 521 MiB, 0 %
2026/09/06 23:52:19.214, 55.06 W, 521 MiB, 0 %
2026/09/06 23:52:19.415, 54.95 W, 521 MiB, 0 %
2026/09/06 23:52:19.615, 54.95 W, 521 MiB, 0 %
2026/09/06 23:52:19.815, 54.74 W, 521 MiB, 0 %
2026/09/06 23:52:20.015, 54.74 W, 521 MiB, 0 %
