comparison	role	pairs	ratio	ratio_low	ratio_high	delta_us	delta_low_us	delta_high_us	confidence
host_vs_device_update	primary	12	1.0008493221053203	0.9890759621044204	1.0142653842140785	0.003250085937499758	-0.04249996875000006	0.05500018750000013	0.975
host_vs_device_lookup	primary	12	1.0777658276695754	1.0644250618160036	1.0832789096145927	0.29850006250000005	0.25100004687499977	0.318999859374999	0.975
noop_vs_native	descriptive	12	1.9779488265496172	1.9035306957941434	2.3795793553564835	1.9732498359374997	1.8367500703125	2.2632500078124997	0.95
device_update_vs_noop	descriptive	12	0.9817739596392605	0.9654307545581421	1.0041769900070985	-0.07175002343750014	-0.13800011718750027	0.01600000781249955	0.95
device_lookup_vs_noop	descriptive	12	0.9909713002870402	0.9609690873793557	1.0193416900732248	-0.03499991406250014	-0.15575018750000025	0.0735000937500001	0.95
