timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:52:52.330, 55.26 W, 521 MiB, 0 %
2026/09/06 23:52:52.530, 55.26 W, 2313 MiB, 0 %
2026/09/06 23:52:52.730, 55.26 W, 6153 MiB, 0 %
2026/09/06 23:52:52.931, 69.63 W, 9993 MiB, 100 %
2026/09/06 23:52:53.131, 69.63 W, 13833 MiB, 100 %
2026/09/06 23:52:53.331, 94.38 W, 17675 MiB, 100 %
2026/09/06 23:52:53.531, 94.38 W, 21515 MiB, 100 %
2026/09/06 23:52:53.732, 94.38 W, 25355 MiB, 100 %
2026/09/06 23:52:53.932, 112.50 W, 29195 MiB, 100 %
2026/09/06 23:52:54.132, 112.50 W, 32107 MiB, 100 %
2026/09/06 23:52:54.332, 112.45 W, 32107 MiB, 100 %
2026/09/06 23:52:54.533, 112.45 W, 32107 MiB, 100 %
2026/09/06 23:52:54.733, 112.45 W, 32107 MiB, 100 %
2026/09/06 23:52:54.933, 113.02 W, 32107 MiB, 100 %
2026/09/06 23:52:55.133, 113.02 W, 32107 MiB, 100 %
2026/09/06 23:52:55.333, 113.61 W, 32107 MiB, 100 %
2026/09/06 23:52:55.533, 113.61 W, 32107 MiB, 100 %
2026/09/06 23:52:55.734, 113.61 W, 32107 MiB, 100 %
2026/09/06 23:52:55.934, 113.53 W, 32107 MiB, 100 %
2026/09/06 23:52:56.134, 113.53 W, 32107 MiB, 100 %
2026/09/06 23:52:56.334, 111.69 W, 32107 MiB, 100 %
2026/09/06 23:52:56.534, 111.69 W, 32107 MiB, 100 %
2026/09/06 23:52:56.734, 111.69 W, 32107 MiB, 100 %
2026/09/06 23:52:56.935, 110.66 W, 32107 MiB, 100 %
2026/09/06 23:52:57.135, 110.66 W, 32107 MiB, 100 %
2026/09/06 23:52:57.335, 111.59 W, 32107 MiB, 100 %
2026/09/06 23:52:57.535, 111.59 W, 32107 MiB, 100 %
2026/09/06 23:52:57.735, 111.59 W, 32107 MiB, 100 %
2026/09/06 23:52:57.936, 112.55 W, 32107 MiB, 100 %
2026/09/06 23:52:58.136, 112.55 W, 32107 MiB, 100 %
2026/09/06 23:52:58.336, 112.65 W, 32107 MiB, 100 %
2026/09/06 23:52:58.536, 112.65 W, 32107 MiB, 100 %
2026/09/06 23:52:58.736, 112.65 W, 32107 MiB, 100 %
2026/09/06 23:52:58.937, 112.94 W, 32107 MiB, 100 %
2026/09/06 23:52:59.137, 112.94 W, 32107 MiB, 100 %
2026/09/06 23:52:59.337, 113.26 W, 32107 MiB, 100 %
2026/09/06 23:52:59.537, 113.26 W, 32107 MiB, 100 %
2026/09/06 23:52:59.737, 113.26 W, 32107 MiB, 100 %
2026/09/06 23:52:59.938, 113.18 W, 32107 MiB, 100 %
2026/09/06 23:53:00.138, 113.18 W, 32107 MiB, 100 %
2026/09/06 23:53:00.338, 111.78 W, 32107 MiB, 100 %
2026/09/06 23:53:00.538, 111.78 W, 32107 MiB, 100 %
2026/09/06 23:53:00.738, 111.78 W, 32107 MiB, 100 %
2026/09/06 23:53:00.939, 110.75 W, 32107 MiB, 100 %
2026/09/06 23:53:01.139, 110.75 W, 32107 MiB, 100 %
2026/09/06 23:53:01.339, 111.90 W, 32107 MiB, 100 %
2026/09/06 23:53:01.539, 111.90 W, 32107 MiB, 100 %
2026/09/06 23:53:01.740, 111.90 W, 32107 MiB, 100 %
2026/09/06 23:53:01.940, 112.61 W, 32107 MiB, 100 %
2026/09/06 23:53:02.140, 112.61 W, 32107 MiB, 100 %
2026/09/06 23:53:02.340, 112.63 W, 32107 MiB, 100 %
2026/09/06 23:53:02.540, 112.63 W, 32107 MiB, 100 %
2026/09/06 23:53:02.741, 112.63 W, 32107 MiB, 100 %
2026/09/06 23:53:02.941, 112.95 W, 32107 MiB, 100 %
2026/09/06 23:53:03.141, 112.95 W, 32107 MiB, 100 %
2026/09/06 23:53:03.341, 113.33 W, 32107 MiB, 100 %
2026/09/06 23:53:03.541, 113.33 W, 32107 MiB, 100 %
2026/09/06 23:53:03.742, 113.33 W, 32107 MiB, 100 %
2026/09/06 23:53:03.942, 113.19 W, 32107 MiB, 100 %
2026/09/06 23:53:04.142, 113.19 W, 32107 MiB, 100 %
2026/09/06 23:53:04.342, 111.81 W, 32107 MiB, 100 %
2026/09/06 23:53:04.543, 111.81 W, 28411 MiB, 100 %
2026/09/06 23:53:04.743, 111.81 W, 9945 MiB, 100 %
2026/09/06 23:53:04.943, 110.21 W, 519 MiB, 26 %
2026/09/06 23:53:05.143, 110.21 W, 519 MiB, 26 %
