setting,shape,cta_blocks,work,total_threads,block,order,arm,run_id,application_exit,loader_exit,elapsed_ms,warmup,launches,logical_lane_encounters,automatic_admitted,module_loaded,map_key0,source
blocks-b16-w0,128,16,0,2048,1,1,native,91001,0,,0.259903997,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-01-order-01-native
blocks-b16-w0,128,16,0,2048,1,2,off,91001,0,0,0.338496000,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-01-order-02-off
blocks-b16-w0,128,16,0,2048,1,3,on,91001,0,0,0.523743987,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-01-order-03-on
blocks-b16-w0,128,16,0,2048,2,1,off,91002,0,0,0.338463992,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-02-order-01-off
blocks-b16-w0,128,16,0,2048,2,2,on,91002,0,0,0.523935974,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-02-order-02-on
blocks-b16-w0,128,16,0,2048,2,3,native,91002,0,,0.260255992,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-02-order-03-native
blocks-b16-w0,128,16,0,2048,3,1,on,91003,0,0,0.523616016,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-03-order-01-on
blocks-b16-w0,128,16,0,2048,3,2,native,91003,0,,0.225375995,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-03-order-02-native
blocks-b16-w0,128,16,0,2048,3,3,off,91003,0,0,0.337119997,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-03-order-03-off
blocks-b16-w0,128,16,0,2048,4,1,native,91004,0,,0.262495995,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-04-order-01-native
blocks-b16-w0,128,16,0,2048,4,2,off,91004,0,0,0.347680002,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-04-order-02-off
blocks-b16-w0,128,16,0,2048,4,3,on,91004,0,0,0.524767995,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-04-order-03-on
blocks-b16-w0,128,16,0,2048,5,1,off,91005,0,0,0.342911988,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-05-order-01-off
blocks-b16-w0,128,16,0,2048,5,2,on,91005,0,0,0.523679972,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-05-order-02-on
blocks-b16-w0,128,16,0,2048,5,3,native,91005,0,,0.215391994,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-05-order-03-native
blocks-b16-w0,128,16,0,2048,6,1,on,91006,0,0,0.524031997,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-06-order-01-on
blocks-b16-w0,128,16,0,2048,6,2,native,91006,0,,0.259519994,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-06-order-02-native
blocks-b16-w0,128,16,0,2048,6,3,off,91006,0,0,0.336383998,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-06-order-03-off
blocks-b16-w0,128,16,0,2048,7,1,native,91007,0,,0.261023998,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-07-order-01-native
blocks-b16-w0,128,16,0,2048,7,2,off,91007,0,0,0.337599993,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-07-order-02-off
blocks-b16-w0,128,16,0,2048,7,3,on,91007,0,0,0.524959981,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-07-order-03-on
blocks-b16-w0,128,16,0,2048,8,1,off,91008,0,0,0.341728002,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-08-order-01-off
blocks-b16-w0,128,16,0,2048,8,2,on,91008,0,0,0.525152028,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-08-order-02-on
blocks-b16-w0,128,16,0,2048,8,3,native,91008,0,,0.259999990,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-08-order-03-native
blocks-b16-w0,128,16,0,2048,9,1,on,91009,0,0,0.524416029,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-09-order-01-on
blocks-b16-w0,128,16,0,2048,9,2,native,91009,0,,0.260031998,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-09-order-02-native
blocks-b16-w0,128,16,0,2048,9,3,off,91009,0,0,0.338079989,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-09-order-03-off
blocks-b16-w0,128,16,0,2048,10,1,native,91010,0,,0.249952003,8,128,262144,false,false,false,sweep-blocks-b16-w0-block-10-order-01-native
blocks-b16-w0,128,16,0,2048,10,2,off,91010,0,0,0.344287992,8,128,262144,false,true,true,sweep-blocks-b16-w0-block-10-order-02-off
blocks-b16-w0,128,16,0,2048,10,3,on,91010,0,0,0.523679972,8,128,262144,true,true,true,sweep-blocks-b16-w0-block-10-order-03-on
blocks-b32-w0,128,32,0,4096,1,1,native,91101,0,,0.264351994,8,128,524288,false,false,false,sweep-blocks-b32-w0-block-01-order-01-native
blocks-b32-w0,128,32,0,4096,1,2,off,91101,0,0,0.353439987,8,128,524288,false,true,true,sweep-blocks-b32-w0-block-01-order-02-off
blocks-b32-w0,128,32,0,4096,1,3,on,91101,0,0,0.524384022,8,128,524288,true,true,true,sweep-blocks-b32-w0-block-01-order-03-on
blocks-b32-w0,128,32,0,4096,2,1,off,91102,0,0,0.333631992,8,128,524288,false,true,true,sweep-blocks-b32-w0-block-02-order-01-off
blocks-b32-w0,128,32,0,4096,2,2,on,91102,0,0,0.523840010,8,128,524288,true,true,true,sweep-blocks-b32-w0-block-02-order-02-on
blocks-b32-w0,128,32,0,4096,2,3,native,91102,0,,0.236512005,8,128,524288,false,false,false,sweep-blocks-b32-w0-block-02-order-03-native
blocks-b32-w0,128,32,0,4096,3,1,on,91103,0,0,0.523743987,8,128,524288,true,true,true,sweep-blocks-b32-w0-block-03-order-01-on
blocks-b32-w0,128,32,0,4096,3,2,native,91103,0,,0.250752002,8,128,524288,false,false,false,sweep-blocks-b32-w0-block-03-order-02-native
blocks-b32-w0,128,32,0,4096,3,3,off,91103,0,0,0.336095989,8,128,524288,false,true,true,sweep-blocks-b32-w0-block-03-order-03-off
blocks-b32-w0,128,32,0,4096,4,1,native,91104,0,,0.259584010,8,128,524288,false,false,false,sweep-blocks-b32-w0-block-04-order-01-native
blocks-b32-w0,128,32,0,4096,4,2,off,91104,0,0,0.347647995,8,128,524288,false,true,true,sweep-blocks-b32-w0-block-04-order-02-off
blocks-b32-w0,128,32,0,4096,4,3,on,91104,0,0,0.523775995,8,128,524288,true,true,true,sweep-blocks-b32-w0-block-04-order-03-on
blocks-b32-w0,128,32,0,4096,5,1,off,91105,0,0,0.342144012,8,128,524288,false,true,true,sweep-blocks-b32-w0-block-05-order-01-off
blocks-b32-w0,128,32,0,4096,5,2,on,91105,0,0,0.523743987,8,128,524288,true,true,true,sweep-blocks-b32-w0-block-05-order-02-on
blocks-b32-w0,128,32,0,4096,5,3,native,91105,0,,0.259584010,8,128,524288,false,false,false,sweep-blocks-b32-w0-block-05-order-03-native
blocks-b32-w0,128,32,0,4096,6,1,on,91106,0,0,0.523840010,8,128,524288,true,true,true,sweep-blocks-b32-w0-block-06-order-01-on
blocks-b32-w0,128,32,0,4096,6,2,native,91106,0,,0.260255992,8,128,524288,false,false,false,sweep-blocks-b32-w0-block-06-order-02-native
blocks-b32-w0,128,32,0,4096,6,3,off,91106,0,0,0.337951988,8,128,524288,false,true,true,sweep-blocks-b32-w0-block-06-order-03-off
blocks-b32-w0,128,32,0,4096,7,1,native,91107,0,,0.250912011,8,128,524288,false,false,false,sweep-blocks-b32-w0-block-07-order-01-native
