comparison	pairs	ratio	ratio_low	ratio_high	delta_us	delta_low_us	delta_high_us	confidence
host_vs_device_update	16	9.43068188589237	9.378910631985807	9.489581152657985	32.346999289062495	31.9087506796875	32.8340006328125	0.975
host_vs_device_lookup	16	1.0904450368764982	1.0797496103391475	1.1113185011661622	0.34575024218749983	0.3095001406250004	0.41875010937500035	0.975
rpc_vs_device_update	16	8843.758892626836	8762.404832283946	8888.605242127509	33839.265625	33799.904500093755	34050.692828125	0.95
rpc_vs_device_lookup	16	8990.641022736312	8793.743559131712	9091.803261332518	33827.08071871094	33793.56565620312	34951.76446876563	0.95
noop_vs_native	16	1.9911946223221777	1.9148138889177955	2.4730794707396018	1.9727499531250006	1.8469998593749999	2.2905001	0.95
device_update_minus_noop	16				-0.04350010156250006	-0.10749978125000004	0.010999843750000071	0.95
device_lookup_minus_noop	16				-0.08074997656250038	-0.15599979687499932	-0.0037499765625002013	0.95
