setting,shape,cta_blocks,work,total_threads,block,order,arm,run_id,application_exit,loader_exit,elapsed_ms,warmup,launches,logical_lane_encounters,automatic_admitted,module_loaded,map_key0,source
blocks-b128-w1024,128,128,1024,16384,1,1,native,91001,0,,1.577631950,8,128,2097152,false,false,false,sweep-blocks-b128-w1024-block-01-order-01-native
blocks-b128-w1024,128,128,1024,16384,1,2,off,91001,0,0,1.839936020,8,128,2097152,false,true,true,sweep-blocks-b128-w1024-block-01-order-02-off
blocks-b128-w1024,128,128,1024,16384,2,1,off,91002,0,0,1.839231970,8,128,2097152,false,true,true,sweep-blocks-b128-w1024-block-02-order-01-off
blocks-b128-w1024,128,128,1024,16384,2,2,native,91002,0,,1.576352000,8,128,2097152,false,false,false,sweep-blocks-b128-w1024-block-02-order-02-native
blocks-b128-w1024,128,128,1024,16384,3,1,native,91003,0,,1.576575990,8,128,2097152,false,false,false,sweep-blocks-b128-w1024-block-03-order-01-native
blocks-b128-w1024,128,128,1024,16384,3,2,off,91003,0,0,1.839295980,8,128,2097152,false,true,true,sweep-blocks-b128-w1024-block-03-order-02-off
blocks-b128-w1024,128,128,1024,16384,4,1,off,91004,0,0,1.838080050,8,128,2097152,false,true,true,sweep-blocks-b128-w1024-block-04-order-01-off
blocks-b128-w1024,128,128,1024,16384,4,2,native,91004,0,,1.576511980,8,128,2097152,false,false,false,sweep-blocks-b128-w1024-block-04-order-02-native
blocks-b128-w1024,128,128,1024,16384,5,1,native,91005,0,,1.577152010,8,128,2097152,false,false,false,sweep-blocks-b128-w1024-block-05-order-01-native
blocks-b128-w1024,128,128,1024,16384,5,2,off,91005,0,0,1.839391950,8,128,2097152,false,true,true,sweep-blocks-b128-w1024-block-05-order-02-off
blocks-b128-w1024,128,128,1024,16384,6,1,off,91006,0,0,1.839615940,8,128,2097152,false,true,true,sweep-blocks-b128-w1024-block-06-order-01-off
blocks-b128-w1024,128,128,1024,16384,6,2,native,91006,0,,1.577311990,8,128,2097152,false,false,false,sweep-blocks-b128-w1024-block-06-order-02-native
blocks-b128-w1024,128,128,1024,16384,7,1,native,91007,0,,1.577311990,8,128,2097152,false,false,false,sweep-blocks-b128-w1024-block-07-order-01-native
blocks-b128-w1024,128,128,1024,16384,7,2,off,91007,0,0,1.839679960,8,128,2097152,false,true,true,sweep-blocks-b128-w1024-block-07-order-02-off
