config_n,config_threads,config_imbalance_scale,config_workload_scale,config_blocks,Workload,Prologue,FixedWork_ms,,CLCBaseline_ms,Greedy_ms,MaxSteals_ms,NeverSteal_ms,Selective_ms,WorkloadAware_ms,LatencyBudget_ms,TokenBucket_ms,Voting_ms,ClusterAware_ms,CLCBaseline_steals,Greedy_steals,MaxSteals_steals,NeverSteal_steals,Selective_steals,WorkloadAware_steals,LatencyBudget_steals,TokenBucket_steals,Voting_steals,ClusterAware_steals,FixedWork_vs_Greedy_pct,FixedWork_vs_CLCBaseline_pct,FixedWork_vs_FixedWork_pct,FixedBlocks_vs_Greedy_pct,FixedBlocks_vs_CLCBaseline_pct,FixedBlocks_vs_FixedWork_pct,CLCBaseline_vs_Greedy_pct,CLCBaseline_vs_CLCBaseline_pct,CLCBaseline_vs_FixedWork_pct,Greedy_vs_Greedy_pct,Greedy_vs_CLCBaseline_pct,Greedy_vs_FixedWork_pct,MaxSteals_vs_Greedy_pct,MaxSteals_vs_CLCBaseline_pct,MaxSteals_vs_FixedWork_pct,NeverSteal_vs_Greedy_pct,NeverSteal_vs_CLCBaseline_pct,NeverSteal_vs_FixedWork_pct,Selective_vs_Greedy_pct,Selective_vs_CLCBaseline_pct,Selective_vs_FixedWork_pct,WorkloadAware_vs_Greedy_pct,WorkloadAware_vs_CLCBaseline_pct,WorkloadAware_vs_FixedWork_pct,LatencyBudget_vs_Greedy_pct,LatencyBudget_vs_CLCBaseline_pct,LatencyBudget_vs_FixedWork_pct,TokenBucket_vs_Greedy_pct,TokenBucket_vs_CLCBaseline_pct,TokenBucket_vs_FixedWork_pct,Voting_vs_Greedy_pct,Voting_vs_CLCBaseline_pct,Voting_vs_FixedWork_pct,ClusterAware_vs_Greedy_pct,ClusterAware_vs_CLCBaseline_pct,ClusterAware_vs_FixedWork_pct
1048576,128,0.5,0.5,8192,Clustered Heavy Workload (Tail Latency),50,6.767479,7.193263,6.732051,6.727501,6.732150,6.761198,6.808227,6.759731,6.871332,6.694582,7.389930,6.737069,6152,6152,6152,0,6152,6152,2925,6152,4892,0,-0.5942474033077011,-0.5262586394547453,0.0,-6.923254266331582,-6.850987908439786,-6.291619080014879,-0.06763284018835602,0.0,0.5235036562359421,0.0,0.06758712909334844,0.5907369642373419,-0.06910441187596525,-0.0014705770945530145,0.5220407776662469,-0.5008843551268158,-0.43295869267775944,0.09281151814434203,-1.1999403641857416,-1.1315422298494078,-0.6021149086683503,-0.4790783383012534,-0.41116741391293893,0.11448871876808812,-2.137955832336548,-2.0689237202748396,-1.5345891727185261,0.4893198826726386,0.5565762945052056,1.0771662534896704,-9.846583449039985,-9.772341296879649,-9.197679076654687,-0.14222220108179542,-0.07453894808580244,0.4493549222686887
1048576,128,0.5,0.5,8192,MoE: Mixture of Experts Routing,75,0.066394,0.096710,0.054563,0.054208,0.054304,0.063789,0.054051,0.055027,0.054058,0.056829,0.058298,0.065312,6152,6152,6152,0,6152,6152,6152,5357,4798,0,-22.48007674144037,-21.683191906603366,0.0,-78.40540141676506,-77.24465296996134,-45.66075247763354,-0.6548848878394354,0.0,17.819381269391805,0.0,0.6506240492641554,18.354068138687225,-0.17709563164108408,0.4746806443927245,18.209476759948185,-17.674512987012985,-16.908894305665008,3.923547308491726,0.28962514757968827,0.9383648259809734,18.590535289333367,-1.510847107438017,-0.850393123545258,17.120522938819768,0.2767119244391923,0.9255356193757647,18.579992167966974,-4.835079693034236,-4.152997452486112,14.406422267072323,-7.545011806375449,-6.845298095779196,12.193872940325923,-20.484061393152295,-19.700163114198258,1.6296653312046265
1048576,128,0.5,0.5,8192,NLP: Variable Sequence Lengths (BERT/GPT),80,0.157632,0.268413,0.145162,0.146976,0.142835,0.155638,0.143213,0.144045,0.147146,0.143568,0.151011,0.154090,6152,6152,6152,0,6152,6152,4452,5982,4795,0,-7.250163291966034,-8.590402446921356,0.0,-82.62369366427174,-84.90582934927873,-70.27824299634592,1.234215109949912,0.0,7.91083028826633,0.0,-1.2496383351014606,6.760048721071862,2.8174667973002436,1.6030366073766023,9.387053390174586,-5.89347920748966,-7.216764718039145,1.2649715793747436,2.5602819507946797,1.3426378804370331,9.147254364596014,1.9942031352057406,0.7694851269616062,8.619442752740552,-0.11566514260831938,-1.3667488736721631,6.652202598457163,2.3187459177008454,1.0980835204805748,8.922046285018267,-2.7453461789680023,-4.02929141235309,4.200289281364182,-4.840246026562166,-6.150369931524772,2.2470056841250443
1048576,128,0.5,0.5,8192,GNN: Variable Graph Node Degrees,50,0.038835,0.047414,0.032618,0.032659,0.032614,0.038112,0.032710,0.032931,0.032733,0.033155,0.034314,0.039248,6152,6152,6152,0,6152,6152,6152,6152,4836,0,-18.910560641783277,-19.060028205285427,0.0,-45.17897057472671,-45.36145686430804,-22.09089738637826,0.12553966747297643,0.0,16.008754989056264,0.0,-0.12569746765589357,15.903180121024851,0.1377874399093768,0.012263167576197193,16.01905497618129,-16.69677577390612,-16.843460665889996,1.8617226728466625,-0.15615909856395613,-0.28205285425225884,15.771855285180889,-0.8328485256743974,-0.959592862836473,15.202780996523751,-0.22658379007317334,-0.35256606781530764,15.71263035921206,-1.5187237821121173,-1.6463302471028138,14.625981717522865,-5.0675158455555795,-5.199583052302398,11.64156044804945,-20.175143145840345,-20.32620025752651,-1.063473670657903
1048576,128,0.5,0.5,8192,AI Inference: Dynamic Batching,60,0.026746,0.034893,0.017805,0.017824,0.018611,0.027171,0.018118,0.017974,0.018467,0.018496,0.020752,0.028826,6152,6152,6152,0,6152,6152,6152,6152,4829,0,-50.056104129263915,-50.21623139567536,0.0,-95.76413824057451,-95.97304128053916,-30.460629626860097,0.10659784560142609,0.0,33.42929783892918,0.0,-0.10671159786575783,33.358259178942646,-4.415394973070015,-4.5268183094636205,30.415763104763332,-52.44052962298026,-52.603201347935965,-1.5890226575936657,-1.6494614003590615,-1.7579331648413214,32.25902938757198,-0.841561938958712,-0.9491715810165626,32.79742765273311,-3.607495511669666,-3.7180567256388617,30.95416136992447,-3.7701974865350034,-3.8809323223813372,30.845733941523967,-16.427289048473966,-16.551530468969382,22.410827787332686,-61.725763016158,-61.89834316203313,-7.7768638301054445
1048576,128,0.5,0.5,8192,Transformer: Sparse Attention,70,0.036992,0.042010,0.025056,0.025808,0.026333,0.034995,0.025827,0.025062,0.026371,0.026797,0.028794,0.035347,6152,6152,6152,0,6152,6152,6152,5302,4769,0,-43.33539987600742,-47.63729246487867,0.0,-62.77898326100433,-67.66443167305238,-13.565095155709347,2.9138251704897806,0.0,32.266435986159166,0.0,-3.0012771392081845,30.233564013840823,-2.0342529448233013,-5.096583652618137,28.81433823529412,-35.597489150650944,-39.66714559386973,5.398464532871969,-0.07362058276502707,-3.0771072796934904,30.182201557093425,2.890576565406076,-0.02394636015326681,32.25021626297577,-2.1814941103533694,-5.248243933588762,28.711613321799305,-3.8321450712957237,-6.948435504469999,27.560012975778537,-11.570055796652197,-14.918582375478934,22.161548442906568,-36.961407315561075,-41.07199872286081,4.44690743944635
1048576,128,0.5,0.5,8192,CV: Video Frame Processing,65,0.032835,0.038963,0.022646,0.022579,0.022480,0.030890,0.022979,0.022586,0.022701,0.023808,0.024608,0.032154,6152,6152,6152,0,6152,6152,6152,5416,4786,0,-45.42273794233582,-44.99249315552417,0.0,-72.56300101864565,-72.05245959551355,-18.663012029846183,-0.2967359050445152,0.0,31.03091213643978,0.0,0.29585798816568526,31.234962692249134,0.4384605164090456,0.7330212841119822,31.536470229937574,-36.80853890783472,-36.40377991698314,5.9235571798385935,-1.7715576420567831,-1.4704583590921134,30.01675041876048,-0.031002258735993896,0.26494745208867365,31.213643977463086,-0.54032508082732,-0.24286849774794442,30.863407948835093,-5.443110855219456,-5.131148988783891,27.49200548195524,-8.986226139333024,-8.663781683299487,25.05558093497792,-42.40666105673415,-41.98533957431777,2.074006395614439
1048576,128,0.5,0.5,8192,GEMM: Balanced (16x16x16),40,0.063488,0.096429,0.059712,0.060531,0.059981,0.062038,0.060406,0.061027,0.059978,0.059494,0.062006,0.062166,6152,6152,6152,0,6152,6152,6152,5472,4816,0,-4.885100196593483,-6.323687031082533,0.0,-59.305149427566036,-61.490152733118975,-51.88539566532258,1.3530257223571398,0.0,5.947580645161293,0.0,-1.3715836012861742,4.657573084677421,0.9086253324742725,-0.45049571275455247,5.523878528225811,-2.4896334109795,-3.8953644158628107,2.2838961693548385,0.20650575738051596,-1.1622454448017152,4.854460685483873,-0.8194148452858806,-2.2022374062165,3.876323084677427,0.9135814706514098,-0.44547159699892047,5.528603830645171,1.713171763228764,0.3650857449089009,6.290952620967749,-2.436767937090081,-3.8417738478027825,2.3342993951612967,-2.701095306537142,-4.10972668810289,2.082283266129038
1048576,128,0.5,0.5,8192,GEMM: Imbalanced (Variable MxNxK),45,0.055152,0.087216,0.051571,0.051814,0.051350,0.054621,0.051920,0.051472,0.051651,0.051117,0.052710,0.055402,6152,6152,6152,0,6152,6152,6152,5954,4873,0,-6.442274288802256,-6.943825017936439,0.0,-68.32516308333656,-69.11830292218497,-58.13751087902524,0.4689852163507935,0.0,6.4929648970118965,0.0,-0.47119505148242263,6.052364374818684,0.8955108657891673,0.4285354171918307,6.893675659994197,-5.417454741961639,-5.914176572104486,0.9627937336814562,-0.20457791330528802,-0.6767369257916311,5.860168262257033,0.6600532674566758,0.19196835430765716,6.672468813460986,0.3145867912147228,-0.1551259428748787,6.347911227154042,1.345196278997947,0.8803397258148884,7.316144473455173,-1.7292623615239144,-2.208605611680986,4.427763272410791,-6.9247693673524555,-7.428593589420412,-0.45329271830577356
1048576,128,0.5,0.5,8192,GEMM: Variable Matrix Sizes,50,0.069667,0.118922,0.063562,0.063450,0.063395,0.067674,0.065014,0.064928,0.065216,0.063568,0.067270,0.068800,6152,6152,6152,0,6152,6152,6152,5693,4839,0,-9.79826635145784,-9.604795317957292,0.0,-87.42631993695822,-87.09606368585005,-70.70061865732698,-0.17651694247436894,0.0,8.763115965952334,0.0,0.17620590919100582,8.923880746982071,0.08668242710795822,0.2627355967401696,9.002827737666326,-6.6572104018912395,-6.469274094584823,2.860751862431292,-2.464933018124501,-2.2843837512979595,6.678915411887987,-2.3293932230102334,-2.1490827853119887,6.802359797321554,-2.783293932230086,-2.602183694660336,6.3889646461021865,-0.1859732072497921,-0.009439602278100125,8.75450356696859,-6.020488573680047,-5.833674207860048,3.440653394002914,-8.431836091410547,-8.240772788773178,1.2444916531499943
