config_n,config_threads,config_imbalance_scale,config_workload_scale,config_blocks,Workload,Prologue,FixedWork_ms,,CLCBaseline_ms,Greedy_ms,MaxSteals_ms,NeverSteal_ms,Selective_ms,WorkloadAware_ms,LatencyBudget_ms,TokenBucket_ms,Voting_ms,ClusterAware_ms,CLCBaseline_steals,Greedy_steals,MaxSteals_steals,NeverSteal_steals,Selective_steals,WorkloadAware_steals,LatencyBudget_steals,TokenBucket_steals,Voting_steals,ClusterAware_steals,FixedWork_vs_Greedy_pct,FixedWork_vs_CLCBaseline_pct,FixedWork_vs_FixedWork_pct,FixedBlocks_vs_Greedy_pct,FixedBlocks_vs_CLCBaseline_pct,FixedBlocks_vs_FixedWork_pct,CLCBaseline_vs_Greedy_pct,CLCBaseline_vs_CLCBaseline_pct,CLCBaseline_vs_FixedWork_pct,Greedy_vs_Greedy_pct,Greedy_vs_CLCBaseline_pct,Greedy_vs_FixedWork_pct,MaxSteals_vs_Greedy_pct,MaxSteals_vs_CLCBaseline_pct,MaxSteals_vs_FixedWork_pct,NeverSteal_vs_Greedy_pct,NeverSteal_vs_CLCBaseline_pct,NeverSteal_vs_FixedWork_pct,Selective_vs_Greedy_pct,Selective_vs_CLCBaseline_pct,Selective_vs_FixedWork_pct,WorkloadAware_vs_Greedy_pct,WorkloadAware_vs_CLCBaseline_pct,WorkloadAware_vs_FixedWork_pct,LatencyBudget_vs_Greedy_pct,LatencyBudget_vs_CLCBaseline_pct,LatencyBudget_vs_FixedWork_pct,TokenBucket_vs_Greedy_pct,TokenBucket_vs_CLCBaseline_pct,TokenBucket_vs_FixedWork_pct,Voting_vs_Greedy_pct,Voting_vs_CLCBaseline_pct,Voting_vs_FixedWork_pct,ClusterAware_vs_Greedy_pct,ClusterAware_vs_CLCBaseline_pct,ClusterAware_vs_FixedWork_pct
1048576,128,0.5,1.0,8192,Clustered Heavy Workload (Tail Latency),50,13.501155,14.372801,13.380420,13.409574,13.338326,13.505648,13.242149,13.371437,13.527163,13.329907,16.168962,13.514145,6152,6152,6152,0,6152,6152,1530,6152,4882,0,-0.6829523443474153,-0.9023259359571658,0.0,-7.183129009169133,-7.416665545625623,-6.45608468312526,0.21741182829520425,0.0,0.894256824693886,0.0,-0.21788553722527654,0.6783197437552674,0.531321874952917,0.31459401124927705,1.206037557527488,-0.7164582558700341,-0.9359048520151079,-0.0332786343094356,1.248548238743451,1.0333831075556772,1.9183988332850128,0.28440127926509057,0.06713541129501636,0.9607918729916103,-0.8769033229541864,-1.0966995056956281,-0.19263537082567486,0.5941053757561487,0.3775143082205228,1.2683951854489508,-20.577745422785256,-20.840466891173815,-19.759842769007538,-0.7798234306324718,-0.9994080903289906,-0.09621399058079477
1048576,128,0.5,1.0,8192,MoE: Mixture of Experts Routing,75,0.112752,0.182454,0.100486,0.100288,0.100499,0.110643,0.100349,0.100486,0.102675,0.104211,0.106624,0.110678,6152,6152,6152,0,6152,6152,5610,5762,4811,0,-12.42820676451819,-12.206675556793979,0.0,-81.93004148053605,-81.57156220767071,-61.81885908897403,-0.19743139757498776,0.0,10.87874272740173,0.0,0.1970423740620621,11.054349368525616,-0.21039406509253633,-0.012937125569730234,10.867212998439053,-10.325263241863436,-10.107875723981449,1.8704767986377178,-0.060824824505416014,0.13633740023487065,11.000248332623821,-0.19743139757498776,0.0,10.87874272740173,-2.3801451818761965,-2.178412913241642,8.937313750532143,-3.9117342054881896,-3.706984057480636,7.575031928480209,-6.317804722399484,-6.108313595923801,5.434936852561381,-10.360162731333755,-10.142706446669179,1.8394352206612798
1048576,128,0.5,1.0,8192,NLP: Variable Sequence Lengths (BERT/GPT),80,0.293034,0.524938,0.282109,0.282691,0.279818,0.290877,0.278746,0.281632,0.282678,0.278208,0.290858,0.290835,6152,6152,6152,0,6152,6152,3725,6152,4846,0,-3.6587652242200814,-3.872616612727711,0.0,-85.69321273050787,-86.07630384000511,-79.13893950872594,0.20587850338356256,0.0,3.7282363138748464,0.0,-0.20630323740115594,3.52962454868718,1.0163040209981975,0.8120974516941989,4.51005685347093,-2.895741286422267,-3.108018531844074,0.7360920575769432,1.3955166595328579,1.1920924181787906,4.875884709624147,0.3746139778061672,0.16908358116898264,3.8910160595698873,0.004598660728513024,-0.20169508948668285,3.5340608939577085,1.585830465066102,1.3827988472540713,5.0594811523577485,-2.8890201668960027,-3.101283546430637,0.7425759468184617,-2.8808840748378914,-3.0931306693512126,0.7504248653739861
1048576,128,0.5,1.0,8192,GNN: Variable Graph Node Degrees,50,0.061677,0.088003,0.059152,0.058643,0.058704,0.062646,0.058550,0.058845,0.058826,0.057978,0.059558,0.063638,6152,6152,6152,0,6152,6152,6152,6152,4870,0,-5.173678017836744,-4.268663781444413,0.0,-50.065651484405635,-48.77434406275357,-42.68365841399549,-0.8679637808434127,0.0,4.09390858829061,0.0,0.8604949959426604,4.919175705692562,-0.1040192350323117,0.7573708412226197,4.8202733595992076,-6.826049144825457,-5.906816337570986,-1.5710880879420055,0.15858670259025426,1.017717067892895,5.069961249736538,-0.34445713895946795,0.5190018934271059,4.591663018629313,-0.3120577050969469,0.5511225317825261,4.622468667412486,1.133980185188341,1.9847173383824745,5.997373413103752,-1.560288525484711,-0.6863673248579872,3.435640514292204,-8.517640639121463,-7.583851771706785,-3.1794672244110402
1048576,128,0.5,1.0,8192,AI Inference: Dynamic Batching,60,0.036928,0.057302,0.027171,0.027408,0.028355,0.037091,0.028246,0.028170,0.028400,0.027635,0.030790,0.037155,6152,6152,6152,0,6152,6152,6152,6152,4820,0,-34.73438412142442,-35.9096095101395,0.0,-109.07034442498542,-110.89396783335172,-55.172227036395135,0.8647110332749477,0.0,26.42168544194108,0.0,-0.872253505575789,25.77989601386483,-3.4551955633391835,-4.357587133340698,23.215446273830157,-35.32910099241098,-36.509513819881484,-0.44139948006931456,-3.0575014594279115,-3.9564241286665913,23.510615251299832,-2.780210157618222,-3.67671414375621,23.71642114384749,-3.6193812025686056,-4.52320488756395,23.09358752166378,-0.8282253356684236,-1.7077030657686472,25.165186308492203,-12.339462930531244,-13.319347834087816,16.62153379549394,-35.56260945709283,-36.74505907033234,-0.6147097053726116
1048576,128,0.5,1.0,8192,Transformer: Sparse Attention,70,0.053280,0.069805,0.042560,0.042736,0.042394,0.051197,0.043040,0.042598,0.042877,0.043389,0.046163,0.052819,6152,6152,6152,0,6152,6152,6152,5302,4770,0,-24.67240733807562,-25.18796992481203,0.0,-63.3400411830775,-64.015507518797,-31.0153903903904,0.41183077499064613,0.0,20.12012012012012,0.0,-0.4135338345864721,19.789789789789786,0.8002620741295442,0.3900375939849612,20.43168168168168,-19.798296518157983,-20.293703007518793,3.9095345345345374,-0.711344065892921,-1.1278195488721834,19.219219219219216,0.3229127667540391,-0.08928571428570575,20.048798798798806,-0.32993260950953596,-0.744830827067664,19.525150150150157,-1.5279857731186677,-1.9478383458646533,18.564189189189197,-8.019000374391611,-8.46569548872181,13.35773273273273,-23.593691501310357,-24.1047932330827,0.865240240240246
1048576,128,0.5,1.0,8192,CV: Video Frame Processing,65,0.046186,0.069782,0.036003,0.035856,0.036941,0.045267,0.036854,0.036467,0.036806,0.037773,0.039091,0.045232,6152,6152,6152,0,6152,6152,6152,5303,4779,0,-28.809683177153055,-28.283754131600137,0.0,-94.6173583221776,-93.82273699413936,-51.08907461135409,-0.4099732262382901,0.0,22.047806694669376,0.0,0.408299308390971,22.366084960810635,-3.025992860330217,-2.6053384440185576,20.016888234529937,-26.24665327978582,-25.731189067577702,1.9897804529511027,-2.783355644801425,-2.363691914562669,20.205257004287013,-1.704038375725124,-1.2887814904313506,21.04317325596501,-2.6494868362338226,-2.2303696914145994,20.30918460139436,-5.346385542168681,-4.91625697858512,18.215476551335897,-9.022199910754134,-8.577063022525902,15.36179794742995,-26.14904060687194,-25.633974946532234,2.0655609925085447
1048576,128,0.5,1.0,8192,GEMM: Balanced (16x16x16),40,0.063645,0.095325,0.059776,0.060358,0.060522,0.061821,0.060410,0.061018,0.061130,0.059443,0.061715,0.062333,6152,6152,6152,0,6152,6152,6152,5472,4806,0,-5.44583982239304,-6.4724973233404555,0.0,-57.932668411809516,-59.47035599571733,-49.776101814753716,0.9642466615858696,0.0,6.079032131353588,0.0,-0.9736349036402556,5.164584806347697,-0.2717121176977327,-1.2479925053533134,4.906905491397587,-2.4238709036084676,-3.421105460385436,2.8658967711524745,-0.08615262268464245,-1.0606263383297572,5.082881608924496,-1.0934755956128448,-2.077756959314775,4.127582685206993,-1.2790350906259236,-2.26512312633832,3.9516065676800953,1.5159548030087133,0.5570797644539613,6.6022468379291235,-2.24825209582822,-3.243776766595283,3.0324455966690147,-3.272142880811156,-4.277636509635969,2.0614345196009016
1048576,128,0.5,1.0,8192,GEMM: Imbalanced (Variable MxNxK),45,0.055277,0.085709,0.051216,0.051440,0.052205,0.054966,0.051363,0.051814,0.051677,0.050627,0.054064,0.055446,6152,6152,6152,0,6152,6152,6152,5862,4873,0,-7.459175738724729,-7.929162761636993,0.0,-66.61936236391912,-67.34809434551701,-55.0536389456736,0.43545878693624024,0.0,7.3466360330698155,0.0,-0.437363323961266,6.94140420066212,-1.487169517884918,-1.931037175882544,5.557465130162632,-6.8545878693623665,-7.321930646672921,0.562620981601749,0.14968895800933257,-0.2870196813495808,7.080702643052265,-0.7270606531881791,-1.1676038737894434,6.264811766195706,-0.4607309486780737,-0.9001093408309964,6.512654449409337,1.580482115085539,1.1500312402374244,8.412178663820399,-5.101088646967343,-5.560762261793196,2.1944027353148665,-7.78771384136859,-8.259137769447058,-0.3057329449861651
1048576,128,0.5,1.0,8192,GEMM: Variable Matrix Sizes,50,0.069725,0.124874,0.063907,0.064387,0.065494,0.067789,0.064432,0.064064,0.065322,0.063504,0.067117,0.069075,6152,6152,6152,0,6152,6152,6152,5695,4847,0,-8.290493422585298,-9.103854037898804,0.0,-93.9428766676503,-95.39956499288026,-79.09501613481535,0.7454921024430309,0.0,8.34420939404803,0.0,-0.751091429733823,7.655790605951948,-1.7192911612592554,-2.4832960395574677,6.068124775905341,-5.283675276065047,-6.07445193797236,2.776622445320894,-0.0698898846040402,-0.821506251271375,7.591251344567934,0.5016540606023014,-0.24566948847542597,8.119039082108284,-1.4521564912171794,-2.2141549439028583,6.314808174973095,1.371394846785834,0.6306038462140306,8.922194334887044,-4.239986332644783,-5.022923936344986,3.7404087486554314,-7.280972867193684,-8.086751060134244,0.9322337755467879
1048576,128,0.5,2.0,8192,Clustered Heavy Workload (Tail Latency),50,26.892633,33.055023,26.626846,26.754520,26.726938,27.140406,26.669811,26.721340,26.798336,26.469860,34.724842,26.983435,6152,6152,6152,0,6152,6152,1530,6152,4921,0,-0.5162230531513949,-0.9981918248973218,0.0,-23.549303071032483,-24.141713967925448,-22.914788596564712,0.4772053469843562,0.0,0.9883264312572129,0.0,-0.47949351567962256,0.5135718767292164,0.10309286057084517,-0.3759063315272116,0.6161352813612542,-1.4423207742093647,-1.928730124476621,-0.9213415436115858,0.31661565970908895,-0.16135970441260225,0.8285614874527188,0.12401642787834724,-0.35488243707122114,0.6369513911114564,-0.16377045822537514,-0.6440492426327872,0.35064249751967747,1.063969751653174,0.5895779019415212,1.5720773789609943,-29.790562491870542,-30.41289982298317,-29.123994664263638,-0.8556124348334436,-1.339208556657441,-0.3376463732651245
1048576,128,0.5,2.0,8192,MoE: Mixture of Experts Routing,75,0.204589,0.352480,0.194550,0.194688,0.195424,0.202646,0.195242,0.194646,0.195277,0.194669,0.202390,0.202774,6152,6152,6152,0,6152,6152,4112,6152,4811,0,-5.085572813938195,-5.1601130814700555,0.0,-81.04865220249836,-81.17707530197893,-72.28687759361453,0.07088264299802721,0.0,4.906910928740055,0.0,-0.07093292212798727,4.839458621920041,-0.37804076265614045,-0.44924184014391466,4.4797129855466356,-4.087565746219589,-4.1613980981752725,0.9497089286325269,-0.28455785667324074,-0.3556926240041111,4.568671824975925,0.021572978303740598,-0.049344641480345786,4.859987584865257,-0.30253533859303405,-0.37368285787715516,4.551564355854903,0.009759204470738435,-0.061166795168341295,4.84874553372859,-3.956073307034839,-4.029812387561031,1.0748378456319776,-4.153311965811971,-4.2271909534824,0.8871444701327946
1048576,128,0.5,2.0,8192,NLP: Variable Sequence Lengths (BERT/GPT),80,0.565270,1.042765,0.561117,0.560902,0.555213,0.563277,0.557178,0.561254,0.554646,0.555130,0.576349,0.555203,6152,6152,6152,0,6152,6152,1957,6152,4848,0,-0.7787456632352957,-0.7401308461515288,0.0,-85.90859009238689,-85.83735655843611,-84.4720222194703,-0.038331116665650186,0.0,0.7346931554832333,0.0,0.038316429550337136,0.7727280768482386,1.014259175399634,1.0521869770475711,1.77914978682755,-0.42342512595783505,-0.38494645501741187,0.35257487572310975,0.6639305975018917,0.7019926325525738,1.431528296212447,-0.06275606077354313,-0.024415585341391145,0.7104569497762165,1.1153463528388272,1.1532354214896365,1.8794558352645774,1.029056769275203,1.066978901013508,1.7938330355405447,-2.7539570192297385,-2.714585371678282,-1.959948343269579,1.0160420180352379,1.0539691365615327,1.7809188529375426
1048576,128,0.5,2.0,8192,GNN: Variable Graph Node Degrees,50,0.108621,0.167862,0.110208,0.110074,0.109990,0.110365,0.109568,0.109341,0.107286,0.109690,0.112106,0.111827,6152,6152,6152,0,6152,6152,5778,6152,4898,0,1.3200210767302085,1.4400043554007016,0.0,-52.49922779221251,-52.31380662020907,-54.5391775071119,-0.12173628649816962,0.0,-1.461043444637782,0.0,0.1215882694541188,-1.3376787177433553,0.07631229899885598,0.1978077816492414,-1.2603456053617708,-0.2643676072460341,-0.1424578977932676,-1.605582714208127,0.45969075349311045,0.5807200929152164,-0.8718387788733333,0.6659156567400216,0.7866942508710861,-0.6628552489850015,2.5328415429620064,2.6513501742160224,1.2290441074930163,0.3488562239947756,0.47002032520325615,-0.9841559182846784,-1.8460308519723023,-1.7221980255516813,-3.2084035315454673,-1.5925650017261028,-1.4690403600464534,-2.9515471225637775
1048576,128,0.5,2.0,8192,AI Inference: Dynamic Batching,60,0.053437,0.098304,0.045072,0.045158,0.045149,0.053162,0.045181,0.045158,0.045594,0.045130,0.048666,0.054365,6152,6152,6152,0,6152,6152,6152,6152,4855,0,-18.33340714823509,-18.559194178203757,0.0,-117.68900305593695,-118.10436634717784,-83.9624230402156,0.1904424465210944,0.0,15.653947639276153,0.0,-0.19080582179622782,15.493010460916597,0.01993002347312796,-0.17083777067802777,15.50985272376817,-17.724434208778078,-17.9490592829251,0.5146246982427859,-0.05093228220913722,-0.24183528576499375,15.449969122518104,0.0,-0.19080582179622782,15.493010460916597,-0.9654989149209573,-1.1581469648562337,14.677096393884378,0.06200451747197243,-0.1286829960951422,15.545408612010394,-7.768280260418983,-7.973908413205538,8.928270673877647,-20.38841401302095,-20.61812211572594,-1.7366244362520318
1048576,128,0.5,2.0,8192,Transformer: Sparse Attention,70,0.086458,0.130854,0.075699,0.075309,0.076144,0.085744,0.075891,0.075613,0.076685,0.077514,0.081382,0.086077,6152,6152,6152,0,6152,6152,6152,5472,4775,0,-14.80433945477963,-14.21286939061281,0.0,-73.75612476596423,-72.86093607577378,-51.34978833653335,-0.5178663904712604,0.0,12.444192555923097,0.0,0.5151983513652776,12.89527863239954,-1.1087652206243641,-0.5878545291219183,11.929491776353826,-13.856245601455337,-13.269660101190237,0.8258345092414727,-0.7728159980878769,-0.25363611144136344,12.222119410580854,-0.40367021205964587,0.11360784158311568,12.543662818940982,-1.827138854585776,-1.3025271139645185,11.30375442411343,-2.9279368999721127,-2.3976538659691635,10.344907353859671,-8.064109203415255,-7.507364694381686,5.871058779985655,-14.29842382716541,-13.709560231971357,0.4406763977885129
1048576,128,0.5,2.0,8192,CV: Video Frame Processing,65,0.073005,0.129750,0.063763,0.064928,0.064710,0.073859,0.063578,0.063597,0.064560,0.065648,0.068400,0.073840,6152,6152,6152,0,6152,6152,6152,5418,4790,0,-12.439933464760967,-14.494299201731412,0.0,-99.83674223755546,-103.48791618963978,-77.72755290733512,1.7942952193198611,0.0,12.659406889939046,0.0,-1.8270783996988842,11.06362577905623,0.3357565303104916,-1.4851873343475108,11.362235463324426,-13.755236569738779,-15.833633925630842,-1.1697828915827597,2.079226219812722,0.2901369132569117,12.912814190808856,2.0499630359783128,0.26033906811159996,12.886788576124921,0.5667816658452337,-1.2499411884635385,11.567700842408046,-1.1089206505667792,-2.956259899941969,10.077391959454834,-5.347461803844262,-7.272242523093333,6.307787137867267,-13.72597338590439,-15.803836080485553,-1.1437572768988458
1048576,128,0.5,2.0,8192,GEMM: Balanced (16x16x16),40,0.063546,0.095277,0.060250,0.060272,0.060531,0.061917,0.060253,0.060611,0.060426,0.059517,0.062141,0.062384,6152,6152,6152,0,6152,6152,6152,5472,4832,0,-5.432041412264412,-5.470539419087149,0.0,-58.07837801964428,-58.136099585062254,-49.93390614672834,0.036501194584552005,0.0,5.186793818651067,0.0,-0.03651452282157873,5.152173228842108,-0.42971860897266106,-0.4663900414937817,4.744594467000289,-2.729293867799311,-2.766804979253115,2.563497309035982,0.031523758959381115,-0.004979253112038175,5.182072829131659,-0.5624502256437468,-0.5991701244813282,4.61870141314954,-0.25550836209185257,-0.29211618257261834,4.9098291001794045,1.2526546323334198,1.21659751037344,6.340288924558594,-3.100942394478369,-3.138589211618264,2.2109967582538683,-3.5041146801168086,-3.5419087136929526,1.828596607182204
