config,valid_blocks,attempts,pp_tok_s_geomean
baseline,1,1,7052.770592999999
gpubpf_kernelretsnoop,1,1,131.60394700000003
nvbit_kernelretsnoop,1,1,135.63231599999997
gpubpf_threadhist,1,1,4773.508222999999
nvbit_threadhist,1,1,6677.753128000006
