timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:48:39.063, 15.33 W, 15 MiB, 0 %
2026/09/06 23:48:39.272, 15.33 W, 15 MiB, 0 %
2026/09/06 23:48:39.472, 15.33 W, 15 MiB, 0 %
2026/09/06 23:48:39.678, 15.33 W, 15 MiB, 0 %
2026/09/06 23:48:39.882, 16.23 W, 521 MiB, 0 %
2026/09/06 23:48:40.082, 16.23 W, 521 MiB, 0 %
2026/09/06 23:48:40.282, 28.25 W, 521 MiB, 0 %
2026/09/06 23:48:40.482, 28.25 W, 521 MiB, 0 %
2026/09/06 23:48:40.683, 28.25 W, 521 MiB, 0 %
2026/09/06 23:48:40.883, 50.63 W, 521 MiB, 0 %
2026/09/06 23:48:41.083, 50.63 W, 521 MiB, 0 %
2026/09/06 23:48:41.283, 60.72 W, 521 MiB, 0 %
2026/09/06 23:48:41.484, 60.72 W, 521 MiB, 0 %
2026/09/06 23:48:41.684, 60.72 W, 521 MiB, 0 %
2026/09/06 23:48:41.884, 60.88 W, 521 MiB, 0 %
2026/09/06 23:48:42.084, 60.88 W, 521 MiB, 0 %
2026/09/06 23:48:42.284, 60.89 W, 521 MiB, 0 %
2026/09/06 23:48:42.485, 60.89 W, 521 MiB, 0 %
2026/09/06 23:48:42.685, 60.89 W, 521 MiB, 0 %
2026/09/06 23:48:42.885, 60.97 W, 521 MiB, 0 %
2026/09/06 23:48:43.085, 60.97 W, 521 MiB, 0 %
2026/09/06 23:48:43.286, 61.23 W, 521 MiB, 0 %
2026/09/06 23:48:43.486, 61.23 W, 521 MiB, 0 %
2026/09/06 23:48:43.686, 61.23 W, 521 MiB, 0 %
2026/09/06 23:48:43.886, 61.45 W, 521 MiB, 0 %
2026/09/06 23:48:44.087, 61.45 W, 521 MiB, 0 %
2026/09/06 23:48:44.287, 61.56 W, 521 MiB, 0 %
2026/09/06 23:48:44.487, 61.56 W, 521 MiB, 0 %
2026/09/06 23:48:44.687, 61.56 W, 521 MiB, 0 %
2026/09/06 23:48:44.888, 61.49 W, 521 MiB, 0 %
2026/09/06 23:48:45.088, 61.49 W, 521 MiB, 0 %
2026/09/06 23:48:45.288, 61.56 W, 521 MiB, 0 %
2026/09/06 23:48:45.488, 61.56 W, 521 MiB, 0 %
2026/09/06 23:48:45.688, 61.56 W, 521 MiB, 0 %
2026/09/06 23:48:45.888, 61.44 W, 521 MiB, 0 %
2026/09/06 23:48:46.089, 61.44 W, 521 MiB, 0 %
2026/09/06 23:48:46.290, 61.15 W, 521 MiB, 0 %
2026/09/06 23:48:46.490, 61.15 W, 521 MiB, 0 %
2026/09/06 23:48:46.690, 61.15 W, 521 MiB, 0 %
2026/09/06 23:48:46.890, 61.12 W, 521 MiB, 0 %
2026/09/06 23:48:47.090, 61.12 W, 521 MiB, 0 %
2026/09/06 23:48:47.291, 61.39 W, 521 MiB, 0 %
2026/09/06 23:48:47.491, 61.39 W, 521 MiB, 0 %
2026/09/06 23:48:47.691, 61.39 W, 521 MiB, 0 %
2026/09/06 23:48:47.891, 61.43 W, 521 MiB, 0 %
2026/09/06 23:48:48.091, 61.43 W, 521 MiB, 0 %
2026/09/06 23:48:48.291, 61.47 W, 521 MiB, 0 %
2026/09/06 23:48:48.492, 61.47 W, 521 MiB, 0 %
2026/09/06 23:48:48.692, 61.47 W, 521 MiB, 0 %
2026/09/06 23:48:48.893, 61.50 W, 521 MiB, 0 %
2026/09/06 23:48:49.093, 61.50 W, 521 MiB, 0 %
2026/09/06 23:48:49.293, 61.40 W, 521 MiB, 0 %
2026/09/06 23:48:49.493, 61.40 W, 521 MiB, 0 %
2026/09/06 23:48:49.693, 61.40 W, 521 MiB, 0 %
2026/09/06 23:48:49.894, 61.49 W, 521 MiB, 0 %
2026/09/06 23:48:50.094, 61.49 W, 521 MiB, 0 %
