timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:53:19.666, 112.11 W, 32107 MiB, 100 %
2026/09/06 23:53:19.866, 114.99 W, 32107 MiB, 100 %
2026/09/06 23:53:20.066, 114.99 W, 32107 MiB, 100 %
2026/09/06 23:53:20.266, 114.99 W, 32107 MiB, 100 %
2026/09/06 23:53:20.467, 115.26 W, 32107 MiB, 100 %
2026/09/06 23:53:20.667, 115.26 W, 32107 MiB, 100 %
2026/09/06 23:53:20.867, 115.43 W, 32107 MiB, 100 %
2026/09/06 23:53:21.067, 115.43 W, 32107 MiB, 100 %
2026/09/06 23:53:21.268, 115.43 W, 32107 MiB, 100 %
2026/09/06 23:53:21.468, 115.04 W, 32107 MiB, 100 %
2026/09/06 23:53:21.668, 115.04 W, 32107 MiB, 100 %
2026/09/06 23:53:21.868, 114.31 W, 32107 MiB, 100 %
2026/09/06 23:53:22.069, 114.31 W, 32107 MiB, 100 %
2026/09/06 23:53:22.269, 114.31 W, 32107 MiB, 100 %
2026/09/06 23:53:22.469, 112.75 W, 32107 MiB, 100 %
2026/09/06 23:53:22.669, 112.75 W, 32107 MiB, 100 %
2026/09/06 23:53:22.870, 111.11 W, 32107 MiB, 100 %
2026/09/06 23:53:23.070, 111.11 W, 32107 MiB, 100 %
2026/09/06 23:53:23.270, 111.11 W, 32107 MiB, 100 %
2026/09/06 23:53:23.470, 113.13 W, 32107 MiB, 100 %
2026/09/06 23:53:23.670, 113.13 W, 32107 MiB, 100 %
2026/09/06 23:53:23.871, 114.87 W, 32107 MiB, 100 %
2026/09/06 23:53:24.071, 114.87 W, 32107 MiB, 100 %
2026/09/06 23:53:24.271, 114.87 W, 32107 MiB, 100 %
2026/09/06 23:53:24.472, 114.68 W, 32107 MiB, 100 %
2026/09/06 23:53:24.672, 114.68 W, 32107 MiB, 100 %
2026/09/06 23:53:24.872, 115.49 W, 32107 MiB, 100 %
2026/09/06 23:53:25.072, 115.49 W, 32107 MiB, 100 %
2026/09/06 23:53:25.272, 115.49 W, 32107 MiB, 100 %
2026/09/06 23:53:25.473, 115.64 W, 32107 MiB, 100 %
2026/09/06 23:53:25.673, 115.64 W, 32107 MiB, 100 %
2026/09/06 23:53:25.873, 115.02 W, 32107 MiB, 100 %
2026/09/06 23:53:26.073, 115.02 W, 32107 MiB, 100 %
2026/09/06 23:53:26.273, 115.02 W, 32107 MiB, 100 %
2026/09/06 23:53:26.473, 113.21 W, 32107 MiB, 100 %
2026/09/06 23:53:26.673, 113.21 W, 32105 MiB, 100 %
2026/09/06 23:53:26.874, 111.25 W, 18349 MiB, 31 %
2026/09/06 23:53:27.074, 111.25 W, 2537 MiB, 31 %
2026/09/06 23:53:27.274, 111.25 W, 519 MiB, 31 %
2026/09/06 23:53:27.474, 107.23 W, 26 MiB, 31 %
2026/09/06 23:53:27.675, 107.23 W, 15 MiB, 31 %
2026/09/06 23:53:27.875, 97.40 W, 15 MiB, 0 %
2026/09/06 23:53:28.075, 97.40 W, 15 MiB, 0 %
2026/09/06 23:53:28.275, 97.40 W, 15 MiB, 0 %
2026/09/06 23:53:28.476, 90.75 W, 15 MiB, 0 %
2026/09/06 23:53:28.676, 90.75 W, 15 MiB, 0 %
2026/09/06 23:53:28.876, 90.55 W, 15 MiB, 0 %
2026/09/06 23:53:29.076, 90.55 W, 15 MiB, 0 %
2026/09/06 23:53:29.276, 90.55 W, 15 MiB, 0 %
2026/09/06 23:53:29.477, 90.55 W, 15 MiB, 0 %
2026/09/06 23:53:29.677, 90.55 W, 15 MiB, 0 %
2026/09/06 23:53:29.877, 43.53 W, 15 MiB, 0 %
2026/09/06 23:53:30.077, 43.53 W, 15 MiB, 0 %
2026/09/06 23:53:30.277, 43.53 W, 15 MiB, 0 %
2026/09/06 23:53:30.478, 43.53 W, 15 MiB, 0 %
2026/09/06 23:53:30.678, 43.53 W, 15 MiB, 0 %
2026/09/06 23:53:30.878, 28.00 W, 15 MiB, 0 %
2026/09/06 23:53:31.078, 28.00 W, 15 MiB, 0 %
2026/09/06 23:53:31.279, 28.00 W, 15 MiB, 0 %
2026/09/06 23:53:31.479, 25.17 W, 15 MiB, 0 %
2026/09/06 23:53:31.679, 25.17 W, 15 MiB, 0 %
2026/09/06 23:53:31.879, 25.17 W, 15 MiB, 0 %
2026/09/06 23:53:32.080, 25.17 W, 15 MiB, 0 %
