timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:53:07.843, 48.20 W, 15 MiB, 0 %
2026/09/06 23:53:08.045, 48.20 W, 15 MiB, 0 %
2026/09/06 23:53:08.245, 48.20 W, 15 MiB, 0 %
2026/09/06 23:53:08.446, 38.80 W, 521 MiB, 0 %
2026/09/06 23:53:08.646, 38.80 W, 521 MiB, 0 %
2026/09/06 23:53:08.846, 37.42 W, 521 MiB, 0 %
2026/09/06 23:53:09.046, 37.42 W, 521 MiB, 0 %
2026/09/06 23:53:09.247, 37.42 W, 521 MiB, 0 %
2026/09/06 23:53:09.447, 53.25 W, 521 MiB, 0 %
2026/09/06 23:53:09.647, 53.25 W, 521 MiB, 0 %
2026/09/06 23:53:09.847, 56.07 W, 521 MiB, 0 %
2026/09/06 23:53:10.048, 56.07 W, 521 MiB, 0 %
2026/09/06 23:53:10.248, 56.07 W, 521 MiB, 0 %
2026/09/06 23:53:10.448, 55.91 W, 521 MiB, 0 %
2026/09/06 23:53:10.648, 55.91 W, 521 MiB, 0 %
2026/09/06 23:53:10.849, 55.88 W, 521 MiB, 0 %
2026/09/06 23:53:11.049, 55.88 W, 521 MiB, 0 %
2026/09/06 23:53:11.249, 55.88 W, 521 MiB, 0 %
2026/09/06 23:53:11.449, 55.86 W, 521 MiB, 0 %
2026/09/06 23:53:11.649, 55.86 W, 521 MiB, 0 %
2026/09/06 23:53:11.850, 55.83 W, 521 MiB, 0 %
2026/09/06 23:53:12.050, 55.83 W, 521 MiB, 0 %
2026/09/06 23:53:12.250, 55.83 W, 521 MiB, 0 %
2026/09/06 23:53:12.451, 55.95 W, 521 MiB, 0 %
2026/09/06 23:53:12.651, 55.95 W, 521 MiB, 0 %
2026/09/06 23:53:12.851, 56.01 W, 521 MiB, 0 %
2026/09/06 23:53:13.052, 56.01 W, 521 MiB, 0 %
2026/09/06 23:53:13.252, 56.01 W, 521 MiB, 0 %
2026/09/06 23:53:13.452, 55.99 W, 521 MiB, 0 %
2026/09/06 23:53:13.652, 55.99 W, 521 MiB, 0 %
2026/09/06 23:53:13.853, 55.92 W, 521 MiB, 0 %
2026/09/06 23:53:14.053, 55.92 W, 521 MiB, 0 %
2026/09/06 23:53:14.253, 55.92 W, 521 MiB, 0 %
2026/09/06 23:53:14.453, 55.78 W, 521 MiB, 0 %
2026/09/06 23:53:14.653, 55.78 W, 521 MiB, 0 %
2026/09/06 23:53:14.854, 62.15 W, 5771 MiB, 100 %
2026/09/06 23:53:15.054, 62.15 W, 12939 MiB, 100 %
2026/09/06 23:53:15.254, 62.15 W, 20235 MiB, 100 %
2026/09/06 23:53:15.454, 92.36 W, 27403 MiB, 100 %
2026/09/06 23:53:15.654, 92.36 W, 32107 MiB, 100 %
2026/09/06 23:53:15.855, 114.50 W, 32107 MiB, 100 %
2026/09/06 23:53:16.055, 114.50 W, 32107 MiB, 100 %
2026/09/06 23:53:16.255, 114.50 W, 32107 MiB, 100 %
2026/09/06 23:53:16.455, 115.09 W, 32107 MiB, 100 %
2026/09/06 23:53:16.655, 115.09 W, 32107 MiB, 100 %
2026/09/06 23:53:16.856, 115.49 W, 32107 MiB, 100 %
2026/09/06 23:53:17.056, 115.49 W, 32107 MiB, 100 %
2026/09/06 23:53:17.256, 115.49 W, 32107 MiB, 100 %
2026/09/06 23:53:17.456, 115.12 W, 32107 MiB, 100 %
2026/09/06 23:53:17.656, 115.12 W, 32107 MiB, 100 %
2026/09/06 23:53:17.857, 114.48 W, 32107 MiB, 100 %
2026/09/06 23:53:18.057, 114.48 W, 32107 MiB, 100 %
2026/09/06 23:53:18.257, 114.48 W, 32107 MiB, 100 %
2026/09/06 23:53:18.458, 112.52 W, 32107 MiB, 100 %
2026/09/06 23:53:18.665, 112.52 W, 32107 MiB, 100 %
2026/09/06 23:53:18.865, 110.14 W, 32107 MiB, 100 %
2026/09/06 23:53:19.065, 110.14 W, 32107 MiB, 100 %
2026/09/06 23:53:19.265, 110.14 W, 32107 MiB, 100 %
2026/09/06 23:53:19.466, 112.11 W, 32107 MiB, 100 %
