setting,shape,cta_blocks,work,total_threads,block,order,arm,run_id,application_exit,loader_exit,elapsed_ms,warmup,launches,logical_lane_encounters,automatic_admitted,module_loaded,map_key0,source
blocks-b2-w0,128,2,0,256,1,1,native,91001,0,,257.183999000,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-01-order-01-native
blocks-b2-w0,128,2,0,256,1,2,off,91001,0,0,335.487992000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-01-order-02-off
blocks-b2-w0,128,2,0,256,1,3,on,91001,0,0,523.808002000,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-01-order-03-on
blocks-b2-w0,128,2,0,256,2,1,off,91002,0,0,330.944002000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-02-order-01-off
blocks-b2-w0,128,2,0,256,2,2,on,91002,0,0,524.223983000,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-02-order-02-on
blocks-b2-w0,128,2,0,256,2,3,native,91002,0,,260.511994000,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-02-order-03-native
blocks-b2-w0,128,2,0,256,3,1,on,91003,0,0,525.695980000,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-03-order-01-on
blocks-b2-w0,128,2,0,256,3,2,native,91003,0,,261.759996000,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-03-order-02-native
blocks-b2-w0,128,2,0,256,3,3,off,91003,0,0,332.672000000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-03-order-03-off
blocks-b2-w0,128,2,0,256,4,1,native,91004,0,,255.360007000,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-04-order-01-native
blocks-b2-w0,128,2,0,256,4,2,off,91004,0,0,334.111989000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-04-order-02-off
blocks-b2-w0,128,2,0,256,4,3,on,91004,0,0,524.031997000,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-04-order-03-on
blocks-b2-w0,128,2,0,256,5,1,off,91005,0,0,339.296013000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-05-order-01-off
blocks-b2-w0,128,2,0,256,5,2,on,91005,0,0,524.160028000,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-05-order-02-on
blocks-b2-w0,128,2,0,256,5,3,native,91005,0,,257.952005000,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-05-order-03-native
blocks-b2-w0,128,2,0,256,6,1,on,91006,0,0,521.824002000,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-06-order-01-on
blocks-b2-w0,128,2,0,256,6,2,native,91006,0,,193.696007000,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-06-order-02-native
blocks-b2-w0,128,2,0,256,6,3,off,91006,0,0,332.352012000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-06-order-03-off
blocks-b2-w0,128,2,0,256,7,1,native,91007,0,,192.607999000,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-07-order-01-native
blocks-b2-w0,128,2,0,256,7,2,off,91007,0,0,329.791993000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-07-order-02-off
blocks-b2-w0,128,2,0,256,7,3,on,91007,0,0,525.088012000,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-07-order-03-on
