setting,shape,cta_blocks,work,total_threads,block,order,arm,run_id,application_exit,loader_exit,elapsed_ms,warmup,launches,logical_lane_encounters,automatic_admitted,module_loaded,map_key0,source
blocks-b2-w0,128,2,0,256,1,1,native,91001,0,,0.257183999,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-01-order-01-native
blocks-b2-w0,128,2,0,256,1,2,off,91001,0,0,0.335487992,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-01-order-02-off
blocks-b2-w0,128,2,0,256,1,3,on,91001,0,0,0.523808002,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-01-order-03-on
blocks-b2-w0,128,2,0,256,2,1,off,91002,0,0,0.330944002,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-02-order-01-off
blocks-b2-w0,128,2,0,256,2,2,on,91002,0,0,0.524223983,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-02-order-02-on
blocks-b2-w0,128,2,0,256,2,3,native,91002,0,,0.260511994,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-02-order-03-native
blocks-b2-w0,128,2,0,256,3,1,on,91003,0,0,0.525695980,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-03-order-01-on
blocks-b2-w0,128,2,0,256,3,2,native,91003,0,,0.261759996,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-03-order-02-native
blocks-b2-w0,128,2,0,256,3,3,off,91003,0,0,0.332672000,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-03-order-03-off
blocks-b2-w0,128,2,0,256,4,1,native,91004,0,,0.255360007,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-04-order-01-native
blocks-b2-w0,128,2,0,256,4,2,off,91004,0,0,0.334111989,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-04-order-02-off
blocks-b2-w0,128,2,0,256,4,3,on,91004,0,0,0.524031997,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-04-order-03-on
blocks-b2-w0,128,2,0,256,5,1,off,91005,0,0,0.339296013,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-05-order-01-off
blocks-b2-w0,128,2,0,256,5,2,on,91005,0,0,0.524160028,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-05-order-02-on
blocks-b2-w0,128,2,0,256,5,3,native,91005,0,,0.257952005,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-05-order-03-native
blocks-b2-w0,128,2,0,256,6,1,on,91006,0,0,0.521824002,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-06-order-01-on
blocks-b2-w0,128,2,0,256,6,2,native,91006,0,,0.193696007,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-06-order-02-native
blocks-b2-w0,128,2,0,256,6,3,off,91006,0,0,0.332352012,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-06-order-03-off
blocks-b2-w0,128,2,0,256,7,1,native,91007,0,,0.192607999,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-07-order-01-native
blocks-b2-w0,128,2,0,256,7,2,off,91007,0,0,0.329791993,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-07-order-02-off
blocks-b2-w0,128,2,0,256,7,3,on,91007,0,0,0.525088012,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-07-order-03-on
blocks-b2-w0,128,2,0,256,8,1,off,91008,0,0,0.331007987,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-08-order-01-off
blocks-b2-w0,128,2,0,256,8,2,on,91008,0,0,0.523743987,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-08-order-02-on
blocks-b2-w0,128,2,0,256,8,3,native,91008,0,,0.191520005,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-08-order-03-native
blocks-b2-w0,128,2,0,256,9,1,on,91009,0,0,0.525247991,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-09-order-01-on
blocks-b2-w0,128,2,0,256,9,2,native,91009,0,,0.248607993,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-09-order-02-native
blocks-b2-w0,128,2,0,256,9,3,off,91009,0,0,0.331936002,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-09-order-03-off
blocks-b2-w0,128,2,0,256,10,1,native,91010,0,,0.212448001,8,128,32768,false,false,false,sweep-blocks-b2-w0-block-10-order-01-native
blocks-b2-w0,128,2,0,256,10,2,off,91010,0,0,0.334719986,8,128,32768,false,true,true,sweep-blocks-b2-w0-block-10-order-02-off
blocks-b2-w0,128,2,0,256,10,3,on,91010,0,0,0.521632016,8,128,32768,true,true,true,sweep-blocks-b2-w0-block-10-order-03-on
blocks-b4-w0,128,4,0,512,1,1,native,91101,0,,0.252384007,8,128,65536,false,false,false,sweep-blocks-b4-w0-block-01-order-01-native
blocks-b4-w0,128,4,0,512,1,2,off,91101,0,0,0.335999995,8,128,65536,false,true,true,sweep-blocks-b4-w0-block-01-order-02-off
blocks-b4-w0,128,4,0,512,1,3,on,91101,0,0,0.524064004,8,128,65536,true,true,true,sweep-blocks-b4-w0-block-01-order-03-on
blocks-b4-w0,128,4,0,512,2,1,off,91102,0,0,0.332800001,8,128,65536,false,true,true,sweep-blocks-b4-w0-block-02-order-01-off
blocks-b4-w0,128,4,0,512,2,2,on,91102,0,0,0.524384022,8,128,65536,true,true,true,sweep-blocks-b4-w0-block-02-order-02-on
blocks-b4-w0,128,4,0,512,2,3,native,91102,0,,0.236800000,8,128,65536,false,false,false,sweep-blocks-b4-w0-block-02-order-03-native
blocks-b4-w0,128,4,0,512,3,1,on,91103,0,0,0.523967981,8,128,65536,true,true,true,sweep-blocks-b4-w0-block-03-order-01-on
blocks-b4-w0,128,4,0,512,3,2,native,91103,0,,0.191008002,8,128,65536,false,false,false,sweep-blocks-b4-w0-block-03-order-02-native
blocks-b4-w0,128,4,0,512,3,3,off,91103,0,0,0.330175996,8,128,65536,false,true,true,sweep-blocks-b4-w0-block-03-order-03-off
blocks-b4-w0,128,4,0,512,4,1,native,91104,0,,0.223583996,8,128,65536,false,false,false,sweep-blocks-b4-w0-block-04-order-01-native
