config,valid_blocks,attempts,pp_tok_s_geomean
baseline,1,1,7032.6702700000005
gpubpf_kernelretsnoop,0,1,
nvbit_kernelretsnoop,1,1,87.11378700000002
gpubpf_threadhist,1,1,4790.485856
nvbit_threadhist,1,1,6674.325455000003
