timestamp, power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/06 23:55:54.394, 14.88 W, 15 MiB, 0 %
2026/09/06 23:55:54.597, 14.88 W, 15 MiB, 0 %
2026/09/06 23:55:54.797, 14.88 W, 15 MiB, 0 %
2026/09/06 23:55:54.998, 15.89 W, 35 MiB, 0 %
2026/09/06 23:55:55.199, 15.89 W, 521 MiB, 0 %
2026/09/06 23:55:55.399, 30.67 W, 521 MiB, 0 %
2026/09/06 23:55:55.599, 30.67 W, 521 MiB, 0 %
2026/09/06 23:55:55.799, 30.67 W, 521 MiB, 0 %
2026/09/06 23:55:55.999, 50.23 W, 521 MiB, 0 %
2026/09/06 23:55:56.200, 50.23 W, 521 MiB, 0 %
2026/09/06 23:55:56.400, 59.24 W, 521 MiB, 0 %
2026/09/06 23:55:56.600, 59.24 W, 521 MiB, 0 %
2026/09/06 23:55:56.800, 59.24 W, 521 MiB, 0 %
2026/09/06 23:55:57.001, 59.21 W, 521 MiB, 0 %
2026/09/06 23:55:57.201, 59.21 W, 521 MiB, 0 %
2026/09/06 23:55:57.401, 59.24 W, 521 MiB, 0 %
2026/09/06 23:55:57.601, 59.24 W, 521 MiB, 0 %
2026/09/06 23:55:57.802, 59.24 W, 521 MiB, 0 %
2026/09/06 23:55:58.002, 59.46 W, 521 MiB, 0 %
2026/09/06 23:55:58.202, 59.46 W, 521 MiB, 0 %
2026/09/06 23:55:58.402, 59.48 W, 521 MiB, 0 %
2026/09/06 23:55:58.602, 59.48 W, 521 MiB, 0 %
2026/09/06 23:55:58.803, 59.48 W, 521 MiB, 0 %
2026/09/06 23:55:59.003, 59.44 W, 521 MiB, 0 %
2026/09/06 23:55:59.203, 59.44 W, 521 MiB, 0 %
2026/09/06 23:55:59.404, 59.31 W, 521 MiB, 0 %
2026/09/06 23:55:59.604, 59.31 W, 521 MiB, 0 %
2026/09/06 23:55:59.804, 59.31 W, 521 MiB, 0 %
2026/09/06 23:56:00.004, 59.42 W, 521 MiB, 0 %
2026/09/06 23:56:00.204, 59.42 W, 521 MiB, 0 %
2026/09/06 23:56:00.405, 59.57 W, 521 MiB, 0 %
2026/09/06 23:56:00.605, 59.57 W, 521 MiB, 0 %
2026/09/06 23:56:00.805, 59.57 W, 521 MiB, 0 %
2026/09/06 23:56:01.005, 59.55 W, 521 MiB, 0 %
2026/09/06 23:56:01.205, 59.55 W, 521 MiB, 0 %
2026/09/06 23:56:01.406, 59.71 W, 2443 MiB, 0 %
2026/09/06 23:56:01.606, 59.71 W, 9611 MiB, 0 %
2026/09/06 23:56:01.806, 59.71 W, 16781 MiB, 0 %
2026/09/06 23:56:02.006, 87.79 W, 23949 MiB, 100 %
2026/09/06 23:56:02.207, 87.79 W, 31245 MiB, 100 %
2026/09/06 23:56:02.407, 123.52 W, 32107 MiB, 100 %
2026/09/06 23:56:02.607, 123.52 W, 32107 MiB, 100 %
2026/09/06 23:56:02.807, 123.52 W, 32107 MiB, 100 %
2026/09/06 23:56:03.007, 125.25 W, 32107 MiB, 100 %
2026/09/06 23:56:03.208, 125.25 W, 32107 MiB, 100 %
2026/09/06 23:56:03.408, 124.74 W, 32107 MiB, 100 %
2026/09/06 23:56:03.608, 124.74 W, 32107 MiB, 100 %
2026/09/06 23:56:03.808, 124.74 W, 32107 MiB, 100 %
2026/09/06 23:56:04.008, 125.19 W, 32107 MiB, 100 %
2026/09/06 23:56:04.209, 125.19 W, 32107 MiB, 100 %
2026/09/06 23:56:04.409, 124.78 W, 32107 MiB, 100 %
2026/09/06 23:56:04.609, 124.78 W, 32107 MiB, 100 %
2026/09/06 23:56:04.809, 124.78 W, 32107 MiB, 100 %
2026/09/06 23:56:05.009, 121.17 W, 32107 MiB, 100 %
2026/09/06 23:56:05.210, 121.17 W, 32107 MiB, 100 %
2026/09/06 23:56:05.410, 116.79 W, 32107 MiB, 100 %
2026/09/06 23:56:05.610, 116.79 W, 32107 MiB, 100 %
2026/09/06 23:56:05.810, 116.79 W, 32107 MiB, 100 %
2026/09/06 23:56:06.010, 118.18 W, 32107 MiB, 100 %
2026/09/06 23:56:06.211, 118.18 W, 32107 MiB, 100 %
2026/09/06 23:56:06.411, 122.63 W, 32107 MiB, 100 %
2026/09/06 23:56:06.611, 122.63 W, 32107 MiB, 100 %
2026/09/06 23:56:06.811, 122.63 W, 32107 MiB, 100 %
2026/09/06 23:56:07.011, 124.27 W, 32107 MiB, 100 %
2026/09/06 23:56:07.212, 124.27 W, 32107 MiB, 100 %
2026/09/06 23:56:07.412, 125.15 W, 32107 MiB, 100 %
2026/09/06 23:56:07.612, 125.15 W, 32107 MiB, 100 %
2026/09/06 23:56:07.812, 125.15 W, 32107 MiB, 100 %
2026/09/06 23:56:08.012, 126.02 W, 32107 MiB, 100 %
2026/09/06 23:56:08.212, 126.02 W, 32107 MiB, 100 %
2026/09/06 23:56:08.413, 126.04 W, 32107 MiB, 100 %
2026/09/06 23:56:08.613, 126.04 W, 32107 MiB, 100 %
2026/09/06 23:56:08.813, 126.04 W, 32107 MiB, 100 %
2026/09/06 23:56:09.013, 122.59 W, 32107 MiB, 100 %
2026/09/06 23:56:09.213, 122.59 W, 32107 MiB, 100 %
2026/09/06 23:56:09.413, 117.61 W, 32107 MiB, 100 %
2026/09/06 23:56:09.614, 117.61 W, 32107 MiB, 100 %
2026/09/06 23:56:09.814, 117.61 W, 32107 MiB, 100 %
2026/09/06 23:56:10.014, 117.57 W, 32107 MiB, 100 %
2026/09/06 23:56:10.214, 117.57 W, 32107 MiB, 100 %
2026/09/06 23:56:10.414, 122.36 W, 32107 MiB, 100 %
2026/09/06 23:56:10.614, 122.36 W, 32107 MiB, 100 %
2026/09/06 23:56:10.814, 122.36 W, 32107 MiB, 100 %
2026/09/06 23:56:11.015, 124.93 W, 32107 MiB, 100 %
2026/09/06 23:56:11.215, 124.93 W, 32107 MiB, 100 %
2026/09/06 23:56:11.415, 125.45 W, 32107 MiB, 100 %
2026/09/06 23:56:11.615, 125.45 W, 32107 MiB, 100 %
2026/09/06 23:56:11.815, 125.45 W, 32107 MiB, 100 %
2026/09/06 23:56:12.015, 126.00 W, 32107 MiB, 100 %
2026/09/06 23:56:12.216, 126.00 W, 32107 MiB, 100 %
2026/09/06 23:56:12.416, 125.34 W, 32107 MiB, 100 %
2026/09/06 23:56:12.616, 125.34 W, 32107 MiB, 100 %
2026/09/06 23:56:12.816, 125.34 W, 32107 MiB, 100 %
2026/09/06 23:56:13.017, 121.52 W, 32107 MiB, 100 %
2026/09/06 23:56:13.217, 121.52 W, 32107 MiB, 100 %
2026/09/06 23:56:13.417, 117.21 W, 28085 MiB, 100 %
2026/09/06 23:56:13.617, 117.21 W, 15819 MiB, 100 %
2026/09/06 23:56:13.818, 117.21 W, 519 MiB, 100 %
2026/09/06 23:56:14.018, 115.65 W, 519 MiB, 29 %
2026/09/06 23:56:14.218, 115.65 W, 15 MiB, 29 %
2026/09/06 23:56:14.418, 106.21 W, 15 MiB, 29 %
2026/09/06 23:56:14.619, 106.21 W, 15 MiB, 29 %
2026/09/06 23:56:14.819, 106.21 W, 15 MiB, 29 %
2026/09/06 23:56:15.019, 94.81 W, 15 MiB, 0 %
2026/09/06 23:56:15.219, 94.81 W, 15 MiB, 0 %
2026/09/06 23:56:15.420, 93.85 W, 15 MiB, 0 %
2026/09/06 23:56:15.620, 93.85 W, 15 MiB, 0 %
2026/09/06 23:56:15.820, 93.85 W, 15 MiB, 0 %
2026/09/06 23:56:16.020, 78.39 W, 15 MiB, 0 %
2026/09/06 23:56:16.221, 78.39 W, 15 MiB, 0 %
2026/09/06 23:56:16.421, 56.88 W, 15 MiB, 0 %
2026/09/06 23:56:16.621, 56.88 W, 15 MiB, 0 %
2026/09/06 23:56:16.821, 56.88 W, 15 MiB, 0 %
2026/09/06 23:56:17.022, 56.88 W, 15 MiB, 0 %
2026/09/06 23:56:17.222, 56.88 W, 15 MiB, 0 %
2026/09/06 23:56:17.422, 33.69 W, 15 MiB, 0 %
2026/09/06 23:56:17.622, 33.69 W, 15 MiB, 0 %
2026/09/06 23:56:17.823, 33.69 W, 15 MiB, 0 %
2026/09/06 23:56:18.023, 33.69 W, 15 MiB, 0 %
2026/09/06 23:56:18.223, 33.69 W, 15 MiB, 0 %
2026/09/06 23:56:18.424, 21.90 W, 15 MiB, 0 %
2026/09/06 23:56:18.624, 21.90 W, 15 MiB, 0 %
2026/09/06 23:56:18.824, 21.90 W, 15 MiB, 0 %
