path	size_bytes	mtime_epoch_s	mode
/home/yunwei37/workspace/gpu/bpftime-spirv-build-20260904/example/spirv/spirv_opencl_test	136907048	1788535893	-rwxrwxr-x
/home/yunwei37/workspace/gpu/bpftime-table1-575/vm/llvm-jit/example/spirv/spirv_opencl_test.cpp	12765	1788437147	-rw-rw-r--
